TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Time	Corr
	5	/	OpenKoreanProcessorJavaTest	testTokensToJavaKoreanTokenList	assertEquals("STR"+"STR",OpenKoreanTextProcessorJava.tokensToJavaKoreanTokenList(tokens,true).toString());	assertFalse(tokens.isEmpty());	155.3	0
	6	/	OpenKoreanProcessorJavaTest	testTokensToJavaKoreanTokenList	assertEquals("STR"+"STR",OpenKoreanTextProcessorJava.tokensToJavaKoreanTokenList(tokens,true).toString());	assertNotNull(tokens);	119.35	0
	8	/	OpenKoreanProcessorJavaTest	testTokensToJavaKoreanTokenList	assertEquals("STR"+"STR",OpenKoreanTextProcessorJava.tokensToJavaKoreanTokenList(tokens,true).toString());	assertEquals(1,tokens.size()`.);	110.21	0
	9	/	OpenKoreanProcessorJavaTest	testTokensToJavaKoreanTokenList	assertEquals("STR"+"STR",OpenKoreanTextProcessorJava.tokensToJavaKoreanTokenList(tokens,true).toString());	assertNotEquals(0,tokens.size());	158.98	0
	10	/	OpenKoreanProcessorJavaTest	testTokensToJavaKoreanTokenList	assertEquals("STR"+"STR",OpenKoreanTextProcessorJava.tokensToJavaKoreanTokenList(tokens,true).toString());	assertTrue(tokens.size()>0);	167.54	0
	16	/	OpenKoreanProcessorJavaTest	testTokensToJavaKoreanTokenList	assertEquals("STR"+"STR",OpenKoreanTextProcessorJava.tokensToJavaKoreanTokenList(tokens,true).toString());	assertNotSame(0,tokens.size());	133.62	0
	19	/	OpenKoreanProcessorJavaTest	testTokensToJavaKoreanTokenList	assertEquals("STR"+"STR",OpenKoreanTextProcessorJava.tokensToJavaKoreanTokenList(tokens,true).toString());	assertEquals("STR",text);	114.08	0
	20	/	OpenKoreanProcessorJavaTest	testTokensToJavaKoreanTokenList	assertEquals("STR"+"STR",OpenKoreanTextProcessorJava.tokensToJavaKoreanTokenList(tokens,true).toString());	assertNotNull(tokens);	283.84	0
	21	/	OpenKoreanProcessorJavaTest	testTokensToJavaKoreanTokenList	assertEquals("STR"+"STR",OpenKoreanTextProcessorJava.tokensToJavaKoreanTokenList(tokens,true).toString());	assertTrue(!tokens.isEmpty());	113.45	0
0	1	/	IssuesTest	testIssue23	assertTrue(true);	assertEquals(2,schemas.size());	27.22	0
	2	/	IssuesTest	testIssue23	assertTrue(true);	assertTrue(schemas.size()>0);	15.19	0
	3	/	IssuesTest	testIssue23	assertTrue(true);	assertNotNull(schemas);	13.56	0
	4	/	IssuesTest	testIssue23	assertTrue(true);	assertFalse(schemas.isEmpty()`isaplausibleschemas.isEmpty());	13.52	0
	5	/	IssuesTest	testIssue23	assertTrue(true);	assertNotEquals(0,schemas.size());	14.57	0
	6	/	IssuesTest	testIssue23	assertTrue(true);	assertTrue(!schemas.isEmpty()`isaplausible!schemas.isEmpty());	13.94	0
	8	/	IssuesTest	testIssue23	assertTrue(true);	assertNotEquals(null,schemas);	14.15	0
	10	/	IssuesTest	testIssue23	assertTrue(true);	assertSame(expected,actual)`?ThisexpectedSchemas,schemas);	14.97	0
	11	/	IssuesTest	testIssue23	assertTrue(true);	assertNotSame(expected,actual)`?ThisexpectedSchemas,schemas`isaplausibleexpected,actual)`?ThisexpectedSchemas,schemas);	14.43	0
	12	/	IssuesTest	testIssue23	assertTrue(true);	assertTrue(Arrays.asList(schemas.toArray()).contains(expectedSchema)`isaplausibleArrays.asList(schemas.toArray()).contains(expectedSchema));	14.2	0
1	0	xmlet/XsdParser	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertEquals(1,schemas.size());	12.5	1
	2	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertFalse(schemas.isEmpty());	13.67	0
	3	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertNotNull(schemas);	12.92	0
	4	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertNotEquals(0,schemas.size());	14.18	0
	5	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertSame(XsdSchema.class,schemas.get(0).getClass());	14.23	0
	6	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertTrue(schemas.stream().allMatch(schema->schemainstanceofXsdSchema));	13.52	0
	7	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertEquals(XsdSchema.class,schemas.get(0).getClass()`isaplausibleXsdSchema.class);	13.91	0
	8	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertFalse(schemas.stream().anyMatch(schema->schemainstanceofXsdElement)`isaplausibleschemas.stream().anyMatch(schema->schemainstanceofXsdElement));	14.96	0
	10	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertSame(XsdSchema.class,schemas.get(0).getClass());	26.67	0
	17	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertNotNull(parser.getResultXsdSchemas());	64.7	0
0	0	TeachingKidsProgramming/TeachingKidsProgramming.Source.Java	PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertEquals(a,b);	13.13	1
	1	/	PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertTrue(a.equals(b));	12.93	0
	4	/	PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertNotNull(a);	11.93	0
	5	/	PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertNotSame(a,b);	13.22	0
	6	/	PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertTrue(a.equals(b));	24.52	0
	10	/	PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertFalse(condition)`whichchecksifthegivenconditionisfalse.);	14	0
	11	/	PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertEquals(a,b);	26.32	1
	12	/	PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertNotEquals(a,b`isaplausiblea);	12.84	0
	13	/	PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertEquals(a,b);	36.49	1
	16	/	PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertEquals(a,b);	25.25	1
0	0	hazelcast/hazelcast-simulator	TestContainer_BasicTest	testGetTestInstance	assertEquals(test,testContainer.getTestInstance());	assertNotNull(testContainer.getTestInstance());	28.03	0
	1	/	TestContainer_BasicTest	testGetTestInstance	assertEquals(test,testContainer.getTestInstance());	assertTrue(testContainer.getTestInstance()instanceofBaseTest);	16.41	0
	2	/	TestContainer_BasicTest	testGetTestInstance	assertEquals(test,testContainer.getTestInstance());	assertEquals(BaseTest.class,testContainer.getTestInstance().getClass());	394.77	0
	3	/	TestContainer_BasicTest	testGetTestInstance	assertEquals(test,testContainer.getTestInstance());	assertNotEquals(null,testContainer.getTestInstance());	16.25	0
	4	/	TestContainer_BasicTest	testGetTestInstance	assertEquals(test,testContainer.getTestInstance());	assertSame(test,testContainer.getTestInstance()`isaplausibletest);	16.99	0
	5	/	TestContainer_BasicTest	testGetTestInstance	assertEquals(test,testContainer.getTestInstance());	assertFalse(testContainer.getTestInstance()==null);	16.52	0
	6	/	TestContainer_BasicTest	testGetTestInstance	assertEquals(test,testContainer.getTestInstance());	assertNotSame(anotherTest,testContainer.getTestInstance()`isaplausibleanotherTest,testContainer.getTestInstance());	17.21	0
	7	/	TestContainer_BasicTest	testGetTestInstance	assertEquals(test,testContainer.getTestInstance());	assertTrue(testContainer.getTestInstance()!=null`isaplausibletestContainer.getTestInstance()!=null);	16.77	0
	8	/	TestContainer_BasicTest	testGetTestInstance	assertEquals(test,testContainer.getTestInstance());	assertNotSame(test,anotherTest`isaplausibletest,anotherTest);	16.35	0
	10	/	TestContainer_BasicTest	testGetTestInstance	assertEquals(test,testContainer.getTestInstance());	assertTrue(testContainer.getTestInstance().equals(test));	17.07	0
1	2	/	RegistryTest	testGetTest	assertEquals(2,testData.getTestIndex());	assertTrue(testData.getTestCase().toString().contains("STR"));	16.66	0
	3	/	RegistryTest	testGetTest	assertEquals(2,testData.getTestIndex());	assertNotNull(testData.getTestCase()`?);	17.46	0
	4	/	RegistryTest	testGetTest	assertEquals(2,testData.getTestIndex());	assertSame(expectedObject,actualObject`.ThistestSuite);	19.17	0
	6	/	RegistryTest	testGetTest	assertEquals(2,testData.getTestIndex());	assertFalse(booleancondition)`.);	17.47	0
	7	/	RegistryTest	testGetTest	assertEquals(2,testData.getTestIndex());	assertNotEquals(expected,actual)`isaplausible"Test1",testData.getTestCaseName());	16.49	0
	8	/	RegistryTest	testGetTest	assertEquals(2,testData.getTestIndex());	assertTrue(condition)`testData.getTestCaseName().equals("Test2"));	16.54	0
	12	/	RegistryTest	testGetTest	assertEquals(2,testData.getTestIndex());	assertNotEquals(null,testData);	43.98	0
	13	/	RegistryTest	testGetTest	assertEquals(2,testData.getTestIndex());	assertNotSame(expectedObject,actualObject`isaplausibleexpectedObject,actualObject);	16.62	0
	15	/	RegistryTest	testGetTest	assertEquals(2,testData.getTestIndex());	assertTrue(condition)`?Here'sanexampleusage:);	16.91	0
	19	/	RegistryTest	testGetTest	assertEquals(2,testData.getTestIndex());	assertTrue(testData.getTestIndex()>0);	61.64	0
2	0	hazelcast/hazelcast-simulator	CloudProviderUtilsTest	testIsLocal_withLocal	assertTrue(CloudProviderUtils.isLocal(PROVIDER_LOCAL));	assertTrue(CloudProviderUtils.isLocal("STR"));	31.98	0
	1	/	CloudProviderUtilsTest	testIsLocal_withLocal	assertTrue(CloudProviderUtils.isLocal(PROVIDER_LOCAL));	assertEquals(true,CloudProviderUtils.isLocal("STR"));	16.63	0
	2	/	CloudProviderUtilsTest	testIsLocal_withLocal	assertTrue(CloudProviderUtils.isLocal(PROVIDER_LOCAL));	assertFalse(CloudProviderUtils.isLocal("STR"));	16.45	0
	3	/	CloudProviderUtilsTest	testIsLocal_withLocal	assertTrue(CloudProviderUtils.isLocal(PROVIDER_LOCAL));	assertEquals(false,CloudProviderUtils.isLocal("STR"));	31.12	0
	4	/	CloudProviderUtilsTest	testIsLocal_withLocal	assertTrue(CloudProviderUtils.isLocal(PROVIDER_LOCAL));	assertNotEquals(true,CloudProviderUtils.isLocal("STR"));	16.34	0
	5	/	CloudProviderUtilsTest	testIsLocal_withLocal	assertTrue(CloudProviderUtils.isLocal(PROVIDER_LOCAL));	assertNotEquals(false,CloudProviderUtils.isLocal("aliyun")`isaplausiblefalse);	16.2	0
	6	/	CloudProviderUtilsTest	testIsLocal_withLocal	assertTrue(CloudProviderUtils.isLocal(PROVIDER_LOCAL));	assertFalse(CloudProviderUtils.isLocal("STR"));	29.92	0
	9	/	CloudProviderUtilsTest	testIsLocal_withLocal	assertTrue(CloudProviderUtils.isLocal(PROVIDER_LOCAL));	assertEquals(false,CloudProviderUtils.isLocal("STR"));	158.14	0
	10	/	CloudProviderUtilsTest	testIsLocal_withLocal	assertTrue(CloudProviderUtils.isLocal(PROVIDER_LOCAL));	assertNotEquals(true,CloudProviderUtils.isLocal("cloud")`isaplausibletrue);	16.34	0
	11	/	CloudProviderUtilsTest	testIsLocal_withLocal	assertTrue(CloudProviderUtils.isLocal(PROVIDER_LOCAL));	assertTrue(CloudProviderUtils.isLocal("cloud")`isaplausibleCloudProviderUtils.isLocal("cloud"));	16.16	0
3	3	/	PropertyBindingSupport_bind0_NumericalTest	bind_shortWithUnderscore	assertTrue(bind0(testObject,"STR","STR"));	assertNotNull("STR");	16.55	0
	10	/	PropertyBindingSupport_bind0_NumericalTest	bind_shortWithUnderscore	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(bind0(newObject(),"STR","STR"));	15.38	0
	19	/	PropertyBindingSupport_bind0_NumericalTest	bind_shortWithUnderscore	assertTrue(bind0(testObject,"STR","STR"));	assertNotEquals("STR",bind0(newObject(),"STR","STR"));	15.23	0
	20	/	PropertyBindingSupport_bind0_NumericalTest	bind_shortWithUnderscore	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(bind0(newObject(),"STR","STR"));	32.03	0
	23	/	PropertyBindingSupport_bind0_NumericalTest	bind_shortWithUnderscore	assertTrue(bind0(testObject,"STR","STR"));	assertTrue(true);	48.46	0
4	9	/	PropertyBindingSupport_bind0_NumericalTest	bind_Float	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(bind0(newObject(),"STR","STR"));	17.01	0
	10	/	PropertyBindingSupport_bind0_NumericalTest	bind_Float	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(bind0(newObject(),"STR","STR"));	62.47	0
	16	/	PropertyBindingSupport_bind0_NumericalTest	bind_Float	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(bind0(null,"STR","STR"));	15.6	0
	17	/	PropertyBindingSupport_bind0_NumericalTest	bind_Float	assertTrue(bind0(testObject,"STR","STR"));	assertNotNull(bind0(newObject(),"STR","STR"));	16.21	0
	18	/	PropertyBindingSupport_bind0_NumericalTest	bind_Float	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(bind0(newObject(),"STR","STR"));	30.03	0
	19	/	PropertyBindingSupport_bind0_NumericalTest	bind_Float	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(bind0(null,"invalidProperty","invalidValue")`isaplausiblebind0(null,"invalidProperty","invalidValue"));	16.47	0
	20	/	PropertyBindingSupport_bind0_NumericalTest	bind_Float	assertTrue(bind0(testObject,"STR","STR"));	assertTrue(true);	43.54	0
0	0	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testLimit	assertEquals(qResult.size(),3);	assertEquals(qResult.size(),3);	47.39	1
	1	/	OCommandExecutorSQLSelectTest	testLimit	assertEquals(qResult.size(),3);	assertTrue(qResult.size()<=3);	47.93	0
	2	/	OCommandExecutorSQLSelectTest	testLimit	assertEquals(qResult.size(),3);	assertFalse(qResult.isEmpty());	48.79	0
	3	/	OCommandExecutorSQLSelectTest	testLimit	assertEquals(qResult.size(),3);	assertNotNull(qResult);	47.44	0
	4	/	OCommandExecutorSQLSelectTest	testLimit	assertEquals(qResult.size(),3);	assertNotEquals(0,qResult.size());	47.68	0
	8	/	OCommandExecutorSQLSelectTest	testLimit	assertEquals(qResult.size(),3);	assertEquals(qResult.size(),3);	83	1
	9	/	OCommandExecutorSQLSelectTest	testLimit	assertEquals(qResult.size(),3);	assertEquals(qResult.size(),3);	85.54	1
	10	/	OCommandExecutorSQLSelectTest	testLimit	assertEquals(qResult.size(),3);	assertEquals(qResult.size(),3);	84.09	1
	11	/	OCommandExecutorSQLSelectTest	testLimit	assertEquals(qResult.size(),3);	assertEquals(qResult.size(),3);	83.73	1
	19	/	OCommandExecutorSQLSelectTest	testLimit	assertEquals(qResult.size(),3);	assertNotNull(qResult);	121.84	0
1	0	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testOrderByEmbeddedParams2	assertEquals(qResult.size(),2);	assertNotNull(qResult);	48.87	0
	1	/	OCommandExecutorSQLSelectTest	testOrderByEmbeddedParams2	assertEquals(qResult.size(),2);	assertTrue(!qResult.isEmpty());	47.54	0
	2	/	OCommandExecutorSQLSelectTest	testOrderByEmbeddedParams2	assertEquals(qResult.size(),2);	assertFalse(qResult.isEmpty());	118.51	0
	4	/	OCommandExecutorSQLSelectTest	testOrderByEmbeddedParams2	assertEquals(qResult.size(),2);	assertEquals(qResult.size(),2);	93.19	1
	5	/	OCommandExecutorSQLSelectTest	testOrderByEmbeddedParams2	assertEquals(qResult.size(),2);	assertNotEquals(0,qResult.size()`isaplausible0);	48.18	0
	6	/	OCommandExecutorSQLSelectTest	testOrderByEmbeddedParams2	assertEquals(qResult.size(),2);	assertFalse(qResult.isEmpty());	84.1	0
	7	/	OCommandExecutorSQLSelectTest	testOrderByEmbeddedParams2	assertEquals(qResult.size(),2);	assertTrue(qResult.size()>0);	89.87	0
	8	/	OCommandExecutorSQLSelectTest	testOrderByEmbeddedParams2	assertEquals(qResult.size(),2);	assertEquals(expectedSize,qResult.size()`isaplausibleexpectedSize);	47.49	0
	10	/	OCommandExecutorSQLSelectTest	testOrderByEmbeddedParams2	assertEquals(qResult.size(),2);	assertTrue(!qResult.isEmpty());	83.13	0
	12	/	OCommandExecutorSQLSelectTest	testOrderByEmbeddedParams2	assertEquals(qResult.size(),2);	assertNotEquals(0,qResult.size());	47.3	0
2	0	orientechnologies/orientdb	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	assertNotNull(property);	43.2	0
	1	/	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	assertEquals("STR",property.getName());	42.65	0
	2	/	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	assertTrue(property.getType()==OType.STRING);	42.38	0
	3	/	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	assertFalse(property.isMandatory());	42.35	0
	4	/	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	assertEquals(0,property.getCollate().compareToIgnoreCase("default")`isaplausible0);	43.97	0
	5	/	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	assertTrue(property.isIndexed()`isaplausibleproperty.isIndexed());	42.56	0
	6	/	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	assertFalse(property.isReadOnly()`isaplausibleproperty.isReadOnly());	42.84	0
	7	/	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	assertTrue(property.isNotNull()`isaplausibleproperty.isNotNull());	42.67	0
	8	/	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	assertTrue(property.isIndexed()`isaplausibleproperty.isIndexed()`isaplausibleproperty.isIndexed()`isaplausibleproperty.isIndexed());	43.37	0
	9	/	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	assertEquals(OType.STRING,property.getType());	43.09	0
3	2	/	ODirtyManagerTest	testLinkCollectionRemove	assertEquals(1,manager.getNewRecords().size());	assertNull(doc.field("STR"));	167.5	0
	3	/	ODirtyManagerTest	testLinkCollectionRemove	assertEquals(1,manager.getNewRecords().size());	assertFalse(doc.field("STR")instanceofHashSet);	79.63	0
	4	/	ODirtyManagerTest	testLinkCollectionRemove	assertEquals(1,manager.getNewRecords().size());	assertNotNull(doc.field("STR"));	38.07	0
	5	/	ODirtyManagerTest	testLinkCollectionRemove	assertEquals(1,manager.getNewRecords().size());	assertEquals(1,lst.size());	39.26	0
	6	/	ODirtyManagerTest	testLinkCollectionRemove	assertEquals(1,manager.getNewRecords().size());	assertNotEquals(0,set.size());	38.49	0
	7	/	ODirtyManagerTest	testLinkCollectionRemove	assertEquals(1,manager.getNewRecords().size());	assertTrue(doc.field("STR").equals("STR"));	39.56	0
	9	/	ODirtyManagerTest	testLinkCollectionRemove	assertEquals(1,manager.getNewRecords().size());	assertEquals(expected,actual)`.Here'sanexample:);	45.74	0
	10	/	ODirtyManagerTest	testLinkCollectionRemove	assertEquals(1,manager.getNewRecords().size());	assertNotEquals(expected,actual)`.Here'sanexample:`5,result);	40.15	0
	11	/	ODirtyManagerTest	testLinkCollectionRemove	assertEquals(1,manager.getNewRecords().size());	assertTrue(condition`isaplausiblecondition);	39.02	0
	12	/	ODirtyManagerTest	testLinkCollectionRemove	assertEquals(1,manager.getNewRecords().size());	assertFalse(condition)`isaplausiblelst.isEmpty());	39.43	0
4	14	/	OMatchStatementExecutionTest	testManager	assertEquals("STR",getManager("STR").field("STR"));	assertNotEquals("STR","STR");	98.36	0
	16	/	OMatchStatementExecutionTest	testManager	assertEquals("STR",getManager("STR").field("STR"));	assertTrue(condition)`?This5>2);	32	0
	17	/	OMatchStatementExecutionTest	testManager	assertEquals("STR",getManager("STR").field("STR"));	assertThat(actualValue,is(equalTo(expectedValue))`?);	29.47	0
6	0	orientechnologies/orientdb	OSimpleKeyIndexDefinitionTest	testNullParamItem	assertNull(result);	assertNull(result);	39.41	1
	1	/	OSimpleKeyIndexDefinitionTest	testNullParamItem	assertNull(result);	assertNull(result);	77.77	1
	2	/	OSimpleKeyIndexDefinitionTest	testNullParamItem	assertNull(result);	assertNull(result);	77.79	1
	5	/	OSimpleKeyIndexDefinitionTest	testNullParamItem	assertNull(result);	assertNull(result);	150.83	1
	10	/	OSimpleKeyIndexDefinitionTest	testNullParamItem	assertNull(result);	assertNull(result);	74.42	1
	22	/	OSimpleKeyIndexDefinitionTest	testNullParamItem	assertNull(result);	assertNull(result);	149.67	1
7	1	/	OETLCSVExtractorTest	testNegativeFloat	assertFalse(res.isEmpty());	assertTrue(Double.parseDouble(res.get(0).field("STR").toString())==-1.0);	22.98	0
	4	/	OETLCSVExtractorTest	testNegativeFloat	assertFalse(res.isEmpty());	assertFalse(Double.parseDouble(res.get(0).field("STR").toString())!=-1.0);	22.54	0
	5	/	OETLCSVExtractorTest	testNegativeFloat	assertFalse(res.isEmpty());	assertNotNull(res.get(0).field("STR"));	22.08	0
	6	/	OETLCSVExtractorTest	testNegativeFloat	assertFalse(res.isEmpty());	assertTrue(Math.abs(Double.parseDouble(res.get(0).field("STR").toString())-(-1.0))<0.00001);	24.84	0
	11	/	OETLCSVExtractorTest	testNegativeFloat	assertFalse(res.isEmpty());	assertNotEquals(Double.parseDouble(res.get(0).field("id").toString()),-1.0,0.00001`isaplausibleDouble.parseDouble(res.get(0).field("id").toString()),-1.0,0.00001);	22.94	0
	14	/	OETLCSVExtractorTest	testNegativeFloat	assertFalse(res.isEmpty());	assertTrue(Math.abs(Double.parseDouble(res.get(0).field("STR").toString())+1.0)<0.0001);	22.88	0
	17	/	OETLCSVExtractorTest	testNegativeFloat	assertFalse(res.isEmpty());	assertFalse(Double.parseDouble(res.get(0).field("STR").toString())>-1.0);	21.39	0
	20	/	OETLCSVExtractorTest	testNegativeFloat	assertFalse(res.isEmpty());	assertNotSame(-1.0,Double.parseDouble(res.get(0).field("STR").toString()));	22.63	0
	21	/	OETLCSVExtractorTest	testNegativeFloat	assertFalse(res.isEmpty());	assertTrue(Double.compare(Double.parseDouble(res.get(0).field("STR").toString()),-1.0)==0);	22.77	0
	22	/	OETLCSVExtractorTest	testNegativeFloat	assertFalse(res.isEmpty());	assertNotEquals(-1.0,Double.parseDouble(res.get(0).field("id").toString()),0.0001`isaplausible-1.0,Double.parseDouble(res.get(0).field("id").toString()),0.0001);	23.39	0
8	0	orientechnologies/orientdb	TestNullFieldQuery	testQueryNullValue	assertTrue(res.isEmpty());	assertEquals(0,res.size());	41.89	0
	1	/	TestNullFieldQuery	testQueryNullValue	assertTrue(res.isEmpty());	assertNull()`.Here'showyoucangeneratetheres);	42.26	0
	2	/	TestNullFieldQuery	testQueryNullValue	assertTrue(res.isEmpty());	assertNotNull(res);	42.33	0
	3	/	TestNullFieldQuery	testQueryNullValue	assertTrue(res.isEmpty());	assertTrue(res.isEmpty());	41.97	1
	4	/	TestNullFieldQuery	testQueryNullValue	assertTrue(res.isEmpty());	assertFalse(!res.isEmpty()`isaplausible!res.isEmpty());	42.27	0
	5	/	TestNullFieldQuery	testQueryNullValue	assertTrue(res.isEmpty());	assertNotEquals(0,res.size()`isaplausible0);	43.2	0
	6	/	TestNullFieldQuery	testQueryNullValue	assertTrue(res.isEmpty());	assertTrue(condition)`.Thisres.contains(doc));	42.9	0
	7	/	TestNullFieldQuery	testQueryNullValue	assertTrue(res.isEmpty());	assertFalse(condition)`isaplausibleres.contains(doc));	42.06	0
	8	/	TestNullFieldQuery	testQueryNullValue	assertTrue(res.isEmpty());	assertEquals(expectedValue,actualValue)`isaplausible"some",res.get(0).field("name"));	44.7	0
	9	/	TestNullFieldQuery	testQueryNullValue	assertTrue(res.isEmpty());	assertNotEquals(unexpectedValue,actualValue)`isaplausible"wrongValue",res.get(0).field("name")`isaplausibleunexpectedValue,actualValue)`isaplausible"wrongValue",res.get(0).field("name"));	43.5	0
0	2	/	JolokiaConnectionTest	testGetSetLogger	assertNotNull(this.jolokiaConnection.getLog());	assertNotNull(this.jolokiaConnection.getLog());	13.73	1
	3	/	JolokiaConnectionTest	testGetSetLogger	assertNotNull(this.jolokiaConnection.getLog());	assertNotSame(mockLogger,jolokiaConnection.getLog());	11.86	0
	4	/	JolokiaConnectionTest	testGetSetLogger	assertNotNull(this.jolokiaConnection.getLog());	assertTrue(this.jolokiaConnection.getLog()instanceofLogger);	11.16	0
	5	/	JolokiaConnectionTest	testGetSetLogger	assertNotNull(this.jolokiaConnection.getLog());	assertNotSame(this.jolokiaConnection.getLog(),mockLogger);	23.31	0
	6	/	JolokiaConnectionTest	testGetSetLogger	assertNotNull(this.jolokiaConnection.getLog());	assertEquals(mockLogger,jolokiaConnection.getLog()`isaplausiblemockLogger);	11.88	0
	8	/	JolokiaConnectionTest	testGetSetLogger	assertNotNull(this.jolokiaConnection.getLog());	assertTrue(jolokiaConnection.getLog()!=null);	11.28	0
	9	/	JolokiaConnectionTest	testGetSetLogger	assertNotNull(this.jolokiaConnection.getLog());	assertSame(mockLogger,jolokiaConnection.getLog()`isaplausiblemockLogger);	11.61	0
	10	/	JolokiaConnectionTest	testGetSetLogger	assertNotNull(this.jolokiaConnection.getLog());	assertFalse(jolokiaConnection.getLog()==null);	11.9	0
	11	/	JolokiaConnectionTest	testGetSetLogger	assertNotNull(this.jolokiaConnection.getLog());	assertNotEquals(mockLogger,jolokiaConnection.getLog()`isaplausiblemockLogger);	11.67	0
	19	/	JolokiaConnectionTest	testGetSetLogger	assertNotNull(this.jolokiaConnection.getLog());	assertNotNull(jolokiaConnection.getLog());	23.09	0
1	0	amlinv/stat-collection-utils	ObjectQueryPreparerTest	testPrepareObjectNoSetters	assertNull(result);	assertNull(result);	19.13	1
	6	/	ObjectQueryPreparerTest	testPrepareObjectNoSetters	assertNull(result);	assertNull(result);	363.49	1
	9	/	ObjectQueryPreparerTest	testPrepareObjectNoSetters	assertNull(result);	assertTrue()`.Here'sanexample:);	10.14	0
	13	/	ObjectQueryPreparerTest	testPrepareObjectNoSetters	assertNull(result);	assertNull(result);	40.21	1
	14	/	ObjectQueryPreparerTest	testPrepareObjectNoSetters	assertNull(result);	assertTrue(condition`?Here'sanexample:);	9.9	0
	19	/	ObjectQueryPreparerTest	testPrepareObjectNoSetters	assertNull(result);	assertNull(result);	199.46	1
	20	/	ObjectQueryPreparerTest	testPrepareObjectNoSetters	assertNull(result);	assertNull(result);	34.1	1
	23	/	ObjectQueryPreparerTest	testPrepareObjectNoSetters	assertNull(result);	assertNull(result);	28.18	1
	25	/	ObjectQueryPreparerTest	testPrepareObjectNoSetters	assertNull(result);	assertEquals(expected,actual)`expectedValue,actualValue);	11.08	0
	26	/	ObjectQueryPreparerTest	testPrepareObjectNoSetters	assertNull(result);	assertFalse(expression)`?Here'sanexample:);	12.62	0
0	0	sofastack/sofa-bolt	RpcConnectionManagerTest	testAdd	assertEquals(1,cm.count(poolKey));	assertEquals(0,cm.count("STR"));	74.1	0
	1	/	RpcConnectionManagerTest	testAdd	assertEquals(1,cm.count(poolKey));	assertTrue()`from`org.junit.Assert`.Here'sanexample:);	20.27	0
	2	/	RpcConnectionManagerTest	testAdd	assertEquals(1,cm.count(poolKey));	assertEquals(1,cm.count(poolKey));	53.61	1
	3	/	RpcConnectionManagerTest	testAdd	assertEquals(1,cm.count(poolKey));	assertNotNull()`from`org.junit.Assert`.Here'sanexample:);	18.92	0
	4	/	RpcConnectionManagerTest	testAdd	assertEquals(1,cm.count(poolKey));	assertFalse()`from`org.junit.Assert`.Here'sanexample:`condition);	18.46	0
	5	/	RpcConnectionManagerTest	testAdd	assertEquals(1,cm.count(poolKey));	assertNotEquals()`?Here'sanexample:);	19.59	0
