TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Corr	Sorted	Time
	5	/	AboutTest	testSetVersion	assertNotNull(version);	assertEquals(versionInput,version);	0	1	65.77685189247131
	6	/	AboutTest	testSetVersion	assertNotNull(version);	"assertTrue(""STR"");"	0	1	65.77685189247131
	7	/	AboutTest	testSetVersion	assertNotNull(version);	"assertFalse(""STR"");"	0	1	65.77685189247131
	8	/	AboutTest	testSetVersion	assertNotNull(version);	assertNull(about.getVersion().get(1));	0	1	65.77685189247131
	9	/	AboutTest	testSetVersion	assertNotNull(version);	"assertTrue(""STR"");"	0	1	65.77685189247131
38	0	adlnet/jxapi	ContextTest	testGetRevision	assertNotNull(actual);	assertEquals(expected,actual);	0	1	72.68423199653625
	1	/	ContextTest	testGetRevision	assertNotNull(actual);	assertNotNull(actual);	1	1	72.68423199653625
	2	/	ContextTest	testGetRevision	assertNotNull(actual);	assertTrue(expected.contains(actual));	0	1	72.68423199653625
	3	/	ContextTest	testGetRevision	assertNotNull(actual);	assertNotEquals(expected,actual);	0	1	72.68423199653625
	4	/	ContextTest	testGetRevision	assertNotNull(actual);	assertEquals(expected.toUpperCase(),actual.toUpperCase());	0	1	72.68423199653625
	5	/	ContextTest	testGetRevision	assertNotNull(actual);	assertEquals(expected.charAt(0),actual.charAt(0));	0	1	72.68423199653625
	6	/	ContextTest	testGetRevision	assertNotNull(actual);	assertFalse(expected.equals(actual));	0	1	72.68423199653625
	7	/	ContextTest	testGetRevision	assertNotNull(actual);	assertTrue(expected.startsWith(actual.substring(0,1)));	0	1	72.68423199653625
	8	/	ContextTest	testGetRevision	assertNotNull(actual);	assertFalse(actual.endsWith(expected.substring(0,1)));	0	1	72.68423199653625
	9	/	ContextTest	testGetRevision	assertNotNull(actual);	assertNotSame(expected.toCharArray().length,actual.toCharArray().length);	0	1	72.68423199653625
39	0	adlnet/jxapi	VerbsTest	testAnswered	assertNotNull(actual);	"assertEquals(""STR"",actual.getVerb());"	0	1	62.07177400588989
	1	/	VerbsTest	testAnswered	assertNotNull(actual);	assertNotNull(actual);	1	1	62.07177400588989
	2	/	VerbsTest	testAnswered	assertNotNull(actual);	assertNotEquals(null,actual);	0	1	62.07177400588989
	3	/	VerbsTest	testAnswered	assertNotNull(actual);	assertTrue(actualinstanceofVerb);	0	1	62.07177400588989
	4	/	VerbsTest	testAnswered	assertNotNull(actual);	assertFalse(actual.isNegated());	0	1	62.07177400588989
	5	/	VerbsTest	testAnswered	assertNotNull(actual);	assertEquals(7,actual.getLength());	0	1	62.07177400588989
	6	/	VerbsTest	testAnswered	assertNotNull(actual);	assertNotSame(Verbs.answered(),actual);	0	1	62.07177400588989
	7	/	VerbsTest	testAnswered	assertNotNull(actual);	assertSame(actual,Verbs.answered());	0	1	62.07177400588989
	8	/	VerbsTest	testAnswered	assertNotNull(actual);	"assertEquals(""STR"",actual.toString());"	0	1	62.07177400588989
	9	/	VerbsTest	testAnswered	assertNotNull(actual);	"assertNotEquals(""STR"",actual.getVerb());"	0	1	62.07177400588989
40	0	adlnet/jxapi	StatementTest	testGetId	assertNotNull(actual);	assertEquals(expected,actual);	0	1	18.52558183670044
41	0	adlnet/jxapi	ScoreTest	testSerialize	assertNotNull(actual);	assertEquals(SCALED,score.getScaled());	0	1	40.81666398048401
	1	/	ScoreTest	testSerialize	assertNotNull(actual);	assertEquals(RAW,score.getRaw());	0	1	40.81666398048401
	2	/	ScoreTest	testSerialize	assertNotNull(actual);	assertEquals(MIN,score.getMin());	0	1	40.81666398048401
	3	/	ScoreTest	testSerialize	assertNotNull(actual);	assertEquals(MAX,score.getMax());	0	1	40.81666398048401
	4	/	ScoreTest	testSerialize	assertNotNull(actual);	assertNotEquals(SCALED,score.getRaw());	0	1	40.81666398048401
	5	/	ScoreTest	testSerialize	assertNotNull(actual);	assertNotEquals(MAX,score.getMin());	0	1	40.81666398048401
	6	/	ScoreTest	testSerialize	assertNotNull(actual);	assertFalse(SCALED<RAW);	0	1	40.81666398048401
	7	/	ScoreTest	testSerialize	assertNotNull(actual);	assertTrue(MAX>MIN);	0	1	40.81666398048401
	8	/	ScoreTest	testSerialize	assertNotNull(actual);	assertNotNull(actual);	1	1	40.81666398048401
	9	/	ScoreTest	testSerialize	assertNotNull(actual);	assertTrue(actual.isJsonObject());	0	1	40.81666398048401
42	0	xmlet/XsdParser	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertNotNull(schemas);	0	1	49.29285216331482
	1	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertFalse(schemas.isEmpty());	0	1	49.29285216331482
	2	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertTrue(schemas.size()>0);	0	1	49.29285216331482
	3	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertEquals(1,schemas.size());	1	1	49.29285216331482
	4	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertNotEquals(0,schemas.size());	0	1	49.29285216331482
	5	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertSame(XsdSchema.class,schemas.get(0).getClass());	0	1	49.29285216331482
	6	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertNotSame(Object.class,schemas.get(0).getClass());	0	1	49.29285216331482
	7	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertArrayEquals(newXsdSchema[]{schemas.get(0)},schemas.toArray());	0	1	49.29285216331482
	8	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertNotNull(parser);	0	1	49.29285216331482
	9	/	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertSame(Stream.class,getResultXsdSchemas().getClass());	0	1	49.29285216331482
43	0	hazelcast/hazelcast-simulator	WorkerQueryTest	workerAddresses	assertEquals(asList(list.get(0),list.get(2)),result);	assertNotNull(result);	0	1	53.14764404296875
	1	/	WorkerQueryTest	workerAddresses	assertEquals(asList(list.get(0),list.get(2)),result);	assertFalse(result.isEmpty());	0	1	53.14764404296875
	2	/	WorkerQueryTest	workerAddresses	assertEquals(asList(list.get(0),list.get(2)),result);	assertNotEquals(0,result.size());	0	1	53.14764404296875
	3	/	WorkerQueryTest	workerAddresses	assertEquals(asList(list.get(0),list.get(2)),result);	assertEquals(4,result.size());	0	1	53.14764404296875
	4	/	WorkerQueryTest	workerAddresses	assertEquals(asList(list.get(0),list.get(2)),result);	assertTrue(result.stream().anyMatch(workerData->workerData.getAddress().equals(agent1)));	0	1	53.14764404296875
	5	/	WorkerQueryTest	workerAddresses	assertEquals(asList(list.get(0),list.get(2)),result);	assertFalse(result.stream().anyMatch(workerData->workerData.getAddress().equals(agent2)));	0	1	53.14764404296875
	6	/	WorkerQueryTest	workerAddresses	assertEquals(asList(list.get(0),list.get(2)),result);	assertSame(list.get(2),result.get(0));	0	1	53.14764404296875
	7	/	WorkerQueryTest	workerAddresses	assertEquals(asList(list.get(0),list.get(2)),result);	assertNotSame(list.get(1),result.get(0));	0	1	53.14764404296875
	8	/	WorkerQueryTest	workerAddresses	assertEquals(asList(list.get(0),list.get(2)),result);	assertEquals(list.get(0).getAddress().toString(),result.get(0).getAddress().toString());	0	1	53.14764404296875
	9	/	WorkerQueryTest	workerAddresses	assertEquals(asList(list.get(0),list.get(2)),result);	assertEquals(list.get(2).getAddress().toString(),result.get(1).getAddress().toString());	0	1	53.14764404296875
44	0	hazelcast/hazelcast-simulator	TestContainer_BasicTest	testAnnotationInheritance_withSetupInBaseClass_withRunInChildClass	assertTrue(test.childRunCalled);	assertNotNull(testContainer);	0	1	45.55966806411743
	1	/	TestContainer_BasicTest	testAnnotationInheritance_withSetupInBaseClass_withRunInChildClass	assertTrue(test.childRunCalled);	assertNotNull(currentPhase.get());	0	1	45.55966806411743
	2	/	TestContainer_BasicTest	testAnnotationInheritance_withSetupInBaseClass_withRunInChildClass	assertTrue(test.childRunCalled);	assertEquals(TestPhase.SETUP,testPhase);	0	1	45.55966806411743
	3	/	TestContainer_BasicTest	testAnnotationInheritance_withSetupInBaseClass_withRunInChildClass	assertTrue(test.childRunCalled);	assertNotNull(userDir```);	0	1	45.55966806411743
	4	/	TestContainer_BasicTest	testAnnotationInheritance_withSetupInBaseClass_withRunInChildClass	assertTrue(test.childRunCalled);	assertFalse(taskPerPhaseMap.isEmpty());	0	1	45.55966806411743
	5	/	TestContainer_BasicTest	testAnnotationInheritance_withSetupInBaseClass_withRunInChildClass	assertTrue(test.childRunCalled);	assertNotEquals(currentPhase.get()```,```taskPerPhaseMap.get(TestPhase.SETUP));	0	1	45.55966806411743
	6	/	TestContainer_BasicTest	testAnnotationInheritance_withSetupInBaseClass_withRunInChildClass	assertTrue(test.childRunCalled);	assertTrue(currentPhase.compareAndSet(null,TestPhase.SETUP)```and```currentPhase.compareAndSet(null,TestPhase.RUN));	0	1	45.55966806411743
	7	/	TestContainer_BasicTest	testAnnotationInheritance_withSetupInBaseClass_withRunInChildClass	assertTrue(test.childRunCalled);	assertThrows(NullPointerException.class,()->taskPerPhaseMap.get(null)```,```ExceptionReporter.getInstance(),null```,```userDir,null```,```ExceptionReporter.getExceptions().isEmpty());	0	1	45.55966806411743
	8	/	TestContainer_BasicTest	testAnnotationInheritance_withSetupInBaseClass_withRunInChildClass	assertTrue(test.childRunCalled);	assertTrue(```testPhase);	0	1	45.55966806411743
45	0	hazelcast/hazelcast-simulator	TestContainer_BasicTest	testConstructor_withTestClassInstance	assertEquals(test,testContainer.getTestInstance());	assertNotNull(userDir);	0	1	70.25544714927673
	1	/	TestContainer_BasicTest	testConstructor_withTestClassInstance	assertEquals(test,testContainer.getTestInstance());	assertNotNull(testInstance);	0	1	70.25544714927673
	2	/	TestContainer_BasicTest	testConstructor_withTestClassInstance	assertEquals(test,testContainer.getTestInstance());	assertTrue(testInstanceinstanceofSuccessTest);	0	1	70.25544714927673
	3	/	TestContainer_BasicTest	testConstructor_withTestClassInstance	assertEquals(test,testContainer.getTestInstance());	assertTrue(testInstance.hashCode()>0);	0	1	70.25544714927673
	4	/	TestContainer_BasicTest	testConstructor_withTestClassInstance	assertEquals(test,testContainer.getTestInstance());	assertTrue(testInstance.equals(testInstance));	0	1	70.25544714927673
	5	/	TestContainer_BasicTest	testConstructor_withTestClassInstance	assertEquals(test,testContainer.getTestInstance());	assertFalse(testInstance.equals(null));	0	1	70.25544714927673
	6	/	TestContainer_BasicTest	testConstructor_withTestClassInstance	assertEquals(test,testContainer.getTestInstance());	"assertEquals(""STR"",test.getClass().getSimpleName());"	0	1	70.25544714927673
	7	/	TestContainer_BasicTest	testConstructor_withTestClassInstance	assertEquals(test,testContainer.getTestInstance());	"assertEquals(""STR"",testContainer.getTestCase().getName());"	0	1	70.25544714927673
	8	/	TestContainer_BasicTest	testConstructor_withTestClassInstance	assertEquals(test,testContainer.getTestInstance());	assertNull(testContext.getException());	0	1	70.25544714927673
	9	/	TestContainer_BasicTest	testConstructor_withTestClassInstance	assertEquals(test,testContainer.getTestInstance());	assertTrue(testContainer.isValid());	0	1	70.25544714927673
46	0	hazelcast/hazelcast-simulator	FormatUtilsTest	testHumanReadableByteCount_GigaByte_NoSI	"assertEqualsStringFormat(""STR"",""STR"",actual);"	"assertEquals(""STR"",actual);"	0	1	56.91342782974243
	1	/	FormatUtilsTest	testHumanReadableByteCount_GigaByte_NoSI	"assertEqualsStringFormat(""STR"",""STR"",actual);"	"assertNotEquals(""STR"",actual);"	0	1	56.91342782974243
	2	/	FormatUtilsTest	testHumanReadableByteCount_GigaByte_NoSI	"assertEqualsStringFormat(""STR"",""STR"",actual);"	"assertTrue(""STR"");"	0	1	56.91342782974243
	3	/	FormatUtilsTest	testHumanReadableByteCount_GigaByte_NoSI	"assertEqualsStringFormat(""STR"",""STR"",actual);"	assertFalse(actual.isEmpty());	0	1	56.91342782974243
	4	/	FormatUtilsTest	testHumanReadableByteCount_GigaByte_NoSI	"assertEqualsStringFormat(""STR"",""STR"",actual);"	assertNull(humanReadableByteCount(-1,false));	0	1	56.91342782974243
	5	/	FormatUtilsTest	testHumanReadableByteCount_GigaByte_NoSI	"assertEqualsStringFormat(""STR"",""STR"",actual);"	assertNotNull(actual);	0	1	56.91342782974243
	6	/	FormatUtilsTest	testHumanReadableByteCount_GigaByte_NoSI	"assertEqualsStringFormat(""STR"",""STR"",actual);"	assertSame(actual,humanReadableByteCount(Integer.MAX_VALUE,true));	0	1	56.91342782974243
	7	/	FormatUtilsTest	testHumanReadableByteCount_GigaByte_NoSI	"assertEqualsStringFormat(""STR"",""STR"",actual);"	assertNotSame(humanReadableByteCount(1024,true),humanReadableByteCount(2048,true));	0	1	56.91342782974243
	8	/	FormatUtilsTest	testHumanReadableByteCount_GigaByte_NoSI	"assertEqualsStringFormat(""STR"",""STR"",actual);"	"assertArrayEquals(""STR"",newString[]{humanReadableByteCount(1,true)});"	0	1	56.91342782974243
	9	/	FormatUtilsTest	testHumanReadableByteCount_GigaByte_NoSI	"assertEqualsStringFormat(""STR"",""STR"",actual);"	assertThrows(IllegalArgumentException.class,()->humanReadableByteCount(-1,false));	0	1	56.91342782974243
47	0	hazelcast/hazelcast-simulator	SimulatorAddressTest	testFromString_Worker	assertToAndFromStringEquals(workerAddress(3,7));	assertNotNull(workerAddress(1,3));	0	1	49.078059673309326
	1	/	SimulatorAddressTest	testFromString_Worker	assertToAndFromStringEquals(workerAddress(3,7));	assertNotNull(workerAddress(2,3));	0	1	49.078059673309326
	2	/	SimulatorAddressTest	testFromString_Worker	assertToAndFromStringEquals(workerAddress(3,7));	assertTrue(workerAddress(4,5)instanceofSimulatorAddress);	0	1	49.078059673309326
	3	/	SimulatorAddressTest	testFromString_Worker	assertToAndFromStringEquals(workerAddress(3,7));	assertEquals(workerAddress(6,7).getNodeType(),WORKER);	0	1	49.078059673309326
	4	/	SimulatorAddressTest	testFromString_Worker	assertToAndFromStringEquals(workerAddress(3,7));	assertEquals(4,workerAddress(2,4).getWorkerIndex());	0	1	49.078059673309326
	5	/	SimulatorAddressTest	testFromString_Worker	assertToAndFromStringEquals(workerAddress(3,7));	"assertEquals(""STR"",workerAddress(1,2).toString());"	0	1	49.078059673309326
	6	/	SimulatorAddressTest	testFromString_Worker	assertToAndFromStringEquals(workerAddress(3,7));	assertEquals(1,workerAddress(1,2).getAgentIndex());	0	1	49.078059673309326
	7	/	SimulatorAddressTest	testFromString_Worker	assertToAndFromStringEquals(workerAddress(3,7));	assertNotEquals(workerAddress(8,9).getAgentIndex(),workerAddress(10,11).getWorkerIndex());	0	1	49.078059673309326
	8	/	SimulatorAddressTest	testFromString_Worker	assertToAndFromStringEquals(workerAddress(3,7));	assertNotEquals(workerAddress(2,1),workerAddress(1,2));	0	1	49.078059673309326
	9	/	SimulatorAddressTest	testFromString_Worker	assertToAndFromStringEquals(workerAddress(3,7));	assertNotEquals(workerAddress(10,5),workerAddress(5,10));	0	1	49.078059673309326
48	0	hazelcast/hazelcast-simulator	RegistryTest	testAddTests	assertEquals(3,tests.size());	assertNotNull(test);	0	1	37.74181795120239
	1	/	RegistryTest	testAddTests	assertEquals(3,tests.size());	assertTrue(!result.isEmpty());	0	1	37.74181795120239
	2	/	RegistryTest	testAddTests	assertEquals(3,tests.size());	assertEquals(3,result.size());	0	1	37.74181795120239
	3	/	RegistryTest	testAddTests	assertEquals(3,tests.size());	assertSame(testSuite,test.getTestSuite());	0	1	37.74181795120239
	4	/	RegistryTest	testAddTests	assertEquals(3,tests.size());	assertNotEquals(null,test);	0	1	37.74181795120239
	5	/	RegistryTest	testAddTests	assertEquals(3,tests.size());	assertFalse(result.contains(null));	0	1	37.74181795120239
	6	/	RegistryTest	testAddTests	assertEquals(3,tests.size());	assertNotSame(tests,result);	0	1	37.74181795120239
	7	/	RegistryTest	testAddTests	assertEquals(3,tests.size());	assertArrayEquals(newTestData[]{test},result.toArray());	0	1	37.74181795120239
	8	/	RegistryTest	testAddTests	assertEquals(3,tests.size());	assertThrows(NullPointerException.class,()->registry.addTests(null));	0	1	37.74181795120239
	9	/	RegistryTest	testAddTests	assertEquals(3,tests.size());	assertNotEquals(test.getId(),test.getTestCase().getId());	0	1	37.74181795120239
49	0	hazelcast/hazelcast-simulator	RegistryTest	testGetWorkers_getMemberWorkers_notEnoughWorkersFound	assertEquals(4,registry.workerCount());	assertEquals(4,workerCount());	0	1	41.34276294708252
	1	/	RegistryTest	testGetWorkers_getMemberWorkers_notEnoughWorkersFound	assertEquals(4,registry.workerCount());	assertNotEquals(0,workerCount());	0	1	41.34276294708252
	2	/	RegistryTest	testGetWorkers_getMemberWorkers_notEnoughWorkersFound	assertEquals(4,registry.workerCount());	assertTrue(workerCount()>=0);	0	1	41.34276294708252
	3	/	RegistryTest	testGetWorkers_getMemberWorkers_notEnoughWorkersFound	assertEquals(4,registry.workerCount());	assertFalse(workers.isEmpty());	0	1	41.34276294708252
	4	/	RegistryTest	testGetWorkers_getMemberWorkers_notEnoughWorkersFound	assertEquals(4,registry.workerCount());	assertNotNull(workers);	0	1	41.34276294708252
	5	/	RegistryTest	testGetWorkers_getMemberWorkers_notEnoughWorkersFound	assertEquals(4,registry.workerCount());	"assertNotSame(""STR"",workers,expectedWorkers);"	0	1	41.34276294708252
	6	/	RegistryTest	testGetWorkers_getMemberWorkers_notEnoughWorkersFound	assertEquals(4,registry.workerCount());	assertSame(workers,actualWorkers);	0	1	41.34276294708252
	7	/	RegistryTest	testGetWorkers_getMemberWorkers_notEnoughWorkersFound	assertEquals(4,registry.workerCount());	assertTrue(workers.stream().allMatch(Worker::isActive));	0	1	41.34276294708252
	8	/	RegistryTest	testGetWorkers_getMemberWorkers_notEnoughWorkersFound	assertEquals(4,registry.workerCount());	assertFalse(workers.stream().anyMatch(worker->worker.getStatus()==WorkerStatus.FREE));	0	1	41.34276294708252
	9	/	RegistryTest	testGetWorkers_getMemberWorkers_notEnoughWorkersFound	assertEquals(4,registry.workerCount());	assertEquals(3,workers.stream().filter(worker->worker.getAgentId()!=null).count());	0	1	41.34276294708252
50	0	hazelcast/hazelcast-simulator	PropertyBindingSupport_Test	bind_withPath	"assertEquals(""STR"",someObject.otherObject.stringField);"	assertTrue(returnValue);	0	1	37.43392896652222
	1	/	PropertyBindingSupport_Test	bind_withPath	"assertEquals(""STR"",someObject.otherObject.stringField);"	assertFalse(returnValue);	0	1	37.43392896652222
	2	/	PropertyBindingSupport_Test	bind_withPath	"assertEquals(""STR"",someObject.otherObject.stringField);"	assertNotNull(object);	0	1	37.43392896652222
	3	/	PropertyBindingSupport_Test	bind_withPath	"assertEquals(""STR"",someObject.otherObject.stringField);"	"assertEquals(""STR"",actualString);"	0	1	37.43392896652222
	4	/	PropertyBindingSupport_Test	bind_withPath	"assertEquals(""STR"",someObject.otherObject.stringField);"	"assertThrows(BindException.class,""STR"");"	0	1	37.43392896652222
	5	/	PropertyBindingSupport_Test	bind_withPath	"assertEquals(""STR"",someObject.otherObject.stringField);"	assertSame(someObject,object);	0	1	37.43392896652222
	6	/	PropertyBindingSupport_Test	bind_withPath	"assertEquals(""STR"",someObject.otherObject.stringField);"	assertEquals(String.class,value.getClass());	0	1	37.43392896652222
	7	/	PropertyBindingSupport_Test	bind_withPath	"assertEquals(""STR"",someObject.otherObject.stringField);"	assertNotEquals(Integer.class,value.getClass());	0	1	37.43392896652222
	8	/	PropertyBindingSupport_Test	bind_withPath	"assertEquals(""STR"",someObject.otherObject.stringField);"	assertArrayEquals(expectedArray,actualArray);	0	1	37.43392896652222
	9	/	PropertyBindingSupport_Test	bind_withPath	"assertEquals(""STR"",someObject.otherObject.stringField);"	assertNotEquals(expectedObject,actualObject);	0	1	37.43392896652222
51	0	hazelcast/hazelcast-simulator	BuildInfoUtilsTest	testIsMinVersion_whenVersionCannotBeFound_thenReturnFalse	"assertFalse(isMinVersion(""STR"",null));"	assertFalse(version==null);	0	1	47.74475717544556
	1	/	BuildInfoUtilsTest	testIsMinVersion_whenVersionCannotBeFound_thenReturnFalse	"assertFalse(isMinVersion(""STR"",null));"	"assertTrue(""STR"");"	0	1	47.74475717544556
	2	/	BuildInfoUtilsTest	testIsMinVersion_whenVersionCannotBeFound_thenReturnFalse	"assertFalse(isMinVersion(""STR"",null));"	"assertFalse(""STR"");"	0	1	47.74475717544556
	3	/	BuildInfoUtilsTest	testIsMinVersion_whenVersionCannotBeFound_thenReturnFalse	"assertFalse(isMinVersion(""STR"",null));"	"assertFalse(""STR"");"	0	1	47.74475717544556
	4	/	BuildInfoUtilsTest	testIsMinVersion_whenVersionCannotBeFound_thenReturnFalse	"assertFalse(isMinVersion(""STR"",null));"	assertNull(getVersion());	0	1	47.74475717544556
	5	/	BuildInfoUtilsTest	testIsMinVersion_whenVersionCannotBeFound_thenReturnFalse	"assertFalse(isMinVersion(""STR"",null));"	assertNotNull(getVersion());	0	1	47.74475717544556
	6	/	BuildInfoUtilsTest	testIsMinVersion_whenVersionCannotBeFound_thenReturnFalse	"assertFalse(isMinVersion(""STR"",null));"	"assertNotSame(false,""STR"");"	0	1	47.74475717544556
	7	/	BuildInfoUtilsTest	testIsMinVersion_whenVersionCannotBeFound_thenReturnFalse	"assertFalse(isMinVersion(""STR"",null));"	"assertNotSame(true,""STR"");"	0	1	47.74475717544556
	8	/	BuildInfoUtilsTest	testIsMinVersion_whenVersionCannotBeFound_thenReturnFalse	"assertFalse(isMinVersion(""STR"",null));"	assertArrayEquals(newObject[]{getVersion()},getVersion());	0	1	47.74475717544556
	9	/	BuildInfoUtilsTest	testIsMinVersion_whenVersionCannotBeFound_thenReturnFalse	"assertFalse(isMinVersion(""STR"",null));"	"assertNotEquals(false,""STR"");"	0	1	47.74475717544556
52	0	hazelcast/hazelcast-simulator	CliUtilsTest	testInitOptionsWithHelp_optionalArgument	assertNotNull(options);	assertNotNull(options);	1	1	83.96222496032715
	1	/	CliUtilsTest	testInitOptionsWithHelp_optionalArgument	assertNotNull(options);	assertTrue(options.hasOptions());	0	1	83.96222496032715
	2	/	CliUtilsTest	testInitOptionsWithHelp_optionalArgument	assertNotNull(options);	assertFalse(options.hasArguments());	0	1	83.96222496032715
	3	/	CliUtilsTest	testInitOptionsWithHelp_optionalArgument	assertNotNull(options);	assertEquals(1,options.specs().size());	0	1	83.96222496032715
	4	/	CliUtilsTest	testInitOptionsWithHelp_optionalArgument	assertNotNull(options);	assertEquals(0,options.nonOptionArguments().size());	0	1	83.96222496032715
	5	/	CliUtilsTest	testInitOptionsWithHelp_optionalArgument	assertNotNull(options);	assertThrows(ExitException.class,()->someMethodThatCallsSystemExit());	0	1	83.96222496032715
	6	/	CliUtilsTest	testInitOptionsWithHelp_optionalArgument	assertNotNull(options);	assertNull(initOptionsWithHelp(null,null));	0	1	83.96222496032715
	7	/	CliUtilsTest	testInitOptionsWithHelp_optionalArgument	assertNotNull(options);	"assertArrayEquals(""STR"",args);"	0	1	83.96222496032715
	8	/	CliUtilsTest	testInitOptionsWithHelp_optionalArgument	assertNotNull(options);	assertSame(parser,options.options().get(0).parent());	0	1	83.96222496032715
	9	/	CliUtilsTest	testInitOptionsWithHelp_optionalArgument	assertNotNull(options);	assertNotEquals(0,options.asMap().size());	0	1	83.96222496032715
53	0	jcodec/jcodec	NalUnitTypeTest	testIdentifiesBadTypeCorrectly	"assertEquals(""STR"",NALUnitType.fromValue(1),NALUnitType.NON_IDR_SLICE);"	assertNotNull(<FOCAL>(0));	0	1	62.22216606140137
	1	/	NalUnitTypeTest	testIdentifiesBadTypeCorrectly	"assertEquals(""STR"",NALUnitType.fromValue(1),NALUnitType.NON_IDR_SLICE);"	assertNull(<FOCAL>(-1));	0	1	62.22216606140137
	2	/	NalUnitTypeTest	testIdentifiesBadTypeCorrectly	"assertEquals(""STR"",NALUnitType.fromValue(1),NALUnitType.NON_IDR_SLICE);"	assertNotNull(<FOCAL>(3));	0	1	62.22216606140137
	3	/	NalUnitTypeTest	testIdentifiesBadTypeCorrectly	"assertEquals(""STR"",NALUnitType.fromValue(1),NALUnitType.NON_IDR_SLICE);"	assertNull(<FOCAL>(-10));	0	1	62.22216606140137
	4	/	NalUnitTypeTest	testIdentifiesBadTypeCorrectly	"assertEquals(""STR"",NALUnitType.fromValue(1),NALUnitType.NON_IDR_SLICE);"	assertNotNull(<FOCAL>(2));	0	1	62.22216606140137
	5	/	NalUnitTypeTest	testIdentifiesBadTypeCorrectly	"assertEquals(""STR"",NALUnitType.fromValue(1),NALUnitType.NON_IDR_SLICE);"	assertEquals(NALUnitType.IDR,<FOCAL>(5));	0	1	62.22216606140137
	6	/	NalUnitTypeTest	testIdentifiesBadTypeCorrectly	"assertEquals(""STR"",NALUnitType.fromValue(1),NALUnitType.NON_IDR_SLICE);"	assertEquals(NALUnitType.SPS,<FOCAL>(7));	0	1	62.22216606140137
	7	/	NalUnitTypeTest	testIdentifiesBadTypeCorrectly	"assertEquals(""STR"",NALUnitType.fromValue(1),NALUnitType.NON_IDR_SLICE);"	assertEquals(NALUnitType.PREFIX,<FOCAL>(1));	0	1	62.22216606140137
	8	/	NalUnitTypeTest	testIdentifiesBadTypeCorrectly	"assertEquals(""STR"",NALUnitType.fromValue(1),NALUnitType.NON_IDR_SLICE);"	assertNotEquals(15,<FOCAL>(15));	0	1	62.22216606140137
	9	/	NalUnitTypeTest	testIdentifiesBadTypeCorrectly	"assertEquals(""STR"",NALUnitType.fromValue(1),NALUnitType.NON_IDR_SLICE);"	assertNotEquals(NALUnitType.PREFIX,<FOCAL>(20));	0	1	62.22216606140137
54	0	jcodec/jcodec	BooleanCodingTest	testLeadingZero	assertEquals(7,leadingZeroCountInByte((byte)1));	assertEquals(0,FOCAL.leadingZeroCountInByte((byte)0));	0	1	81.952565908432
	1	/	BooleanCodingTest	testLeadingZero	assertEquals(7,leadingZeroCountInByte((byte)1));	assertEquals(0,FOCAL.leadingZeroCountInByte((byte)-128));	0	1	81.952565908432
	2	/	BooleanCodingTest	testLeadingZero	assertEquals(7,leadingZeroCountInByte((byte)1));	assertEquals(0,FOCAL.leadingZeroCountInByte((byte)128));	0	1	81.952565908432
	3	/	BooleanCodingTest	testLeadingZero	assertEquals(7,leadingZeroCountInByte((byte)1));	assertNull(FOCAL.leadingZeroCountInByte(null));	0	1	81.952565908432
	4	/	BooleanCodingTest	testLeadingZero	assertEquals(7,leadingZeroCountInByte((byte)1));	assertNotNull(FOCAL.leadingZeroCountInByte((byte)1));	0	1	81.952565908432
	5	/	BooleanCodingTest	testLeadingZero	assertEquals(7,leadingZeroCountInByte((byte)1));	assertEquals(1,FOCAL.leadingZeroCountInByte((byte)128));	0	1	81.952565908432
	6	/	BooleanCodingTest	testLeadingZero	assertEquals(7,leadingZeroCountInByte((byte)1));	assertEquals(1,FOCAL.leadingZeroCountInByte((byte)64));	0	1	81.952565908432
	7	/	BooleanCodingTest	testLeadingZero	assertEquals(7,leadingZeroCountInByte((byte)1));	assertEquals(2,FOCAL.leadingZeroCountInByte((byte)64));	0	1	81.952565908432
	8	/	BooleanCodingTest	testLeadingZero	assertEquals(7,leadingZeroCountInByte((byte)1));	assertEquals(6,FOCAL.leadingZeroCountInByte((byte)2));	0	1	81.952565908432
	9	/	BooleanCodingTest	testLeadingZero	assertEquals(7,leadingZeroCountInByte((byte)1));	assertEquals(6,FOCAL.leadingZeroCountInByte((byte)2));	0	1	81.952565908432
55	0	myabc/markdownj	EdgeCases	testNull	"assertEquals(""STR"",m.markdown(null));"	assertNull(m.markdown(null));	0	1	26.254608869552612
	1	/	EdgeCases	testNull	"assertEquals(""STR"",m.markdown(null));"	assertThrows(NullPointerException.class,()->m.markdown(null));	0	1	26.254608869552612
	2	/	EdgeCases	testNull	"assertEquals(""STR"",m.markdown(null));"	assertNotNull(text);	0	1	26.254608869552612
