TestID	OracleID	Project	ClassName	TestName	TrueOracle	GenOracle	Time	Correct
	1	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertNull(reg_token_collectAuthConfidentialDisAttrpFirstgenAttack.clientEntity);	210.07	0
	2	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertNotNull(lock);	110.94	0
	3	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertTrue(lock.isHeldByCurrentThread());	148.91	0
	4	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertFalse(manager.checkExclusiveLockExist(null));	77.3	0
	5	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertEquals(2, countableLock.countLocks.get());	125.93	0
	6	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertEquals(100, countableLock.softLimit.get() // Added ) {);	116.28	0
	7	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertEquals(2, initCountLock(Mockito.doNothing().when(acquiredLock)));	117.91	0
	8	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertEquals(2, manager.countableLock.countLocks.get());	98.06	0
	9	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertTrue(manager.checkExclusiveLockExist(null));	391.24	0
36	0	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testOperatorPriority3	assertEquals(qResult.size(),qResult2.size());	assertEquals(4, qResult.size());	71.03	0
	1	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testOperatorPriority3	assertEquals(qResult.size(),qResult2.size());	assertTrue(!qResult.isEmpty());	62.31	0
	2	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testOperatorPriority3	assertEquals(qResult.size(),qResult2.size());	assertNotNull(qResult);	104.04	0
	3	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testOperatorPriority3	assertEquals(qResult.size(),qResult2.size());	assertThat(qResult, hasItem(hasProperty("name", equalTo("b"))));	88.72	0
	4	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testOperatorPriority3	assertEquals(qResult.size(),qResult2.size());	assertNotEquals(0, qResult.size());	107.45	0
	5	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testOperatorPriority3	assertEquals(qResult.size(),qResult2.size());	assertFalse(qResult.isEmpty());	73.85	0
	6	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testOperatorPriority3	assertEquals(qResult.size(),qResult2.size());	assertEquals(Arrays.asList("b", "c"), names);	67.33	0
	7	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testOperatorPriority3	assertEquals(qResult.size(),qResult2.size());	assertEquals(6, qResult2.size()));	108.81	0
	8	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testOperatorPriority3	assertEquals(qResult.size(),qResult2.size());	assertEquals(10, customObj.multiplyByTwo(5));	106.53	0
	9	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testOperatorPriority3	assertEquals(qResult.size(),qResult2.size());	assertNotEquals(5.0, customObj.divide(10.0, 2.0));	62.32	0
37	0	orientechnologies/orientdb	OETLOrientDBLoaderTest	shouldSaveDocuments	assertThat(res.size()).isEqualTo(1);	assertEquals(1, database.query(new OSQLSynchQuery<Object>("SELECT * FROM Person")).size());	32.45	0
	1	orientechnologies/orientdb	OETLOrientDBLoaderTest	shouldSaveDocuments	assertThat(res.size()).isEqualTo(1);	assertTrue(database.getMetadata().getSchema().existsClass("Person"));	18.61	0
	2	orientechnologies/orientdb	OETLOrientDBLoaderTest	shouldSaveDocuments	assertThat(res.size()).isEqualTo(1);	assertTrue(resultSet.hasNext());	28.9	0
	3	orientechnologies/orientdb	OETLOrientDBLoaderTest	shouldSaveDocuments	assertThat(res.size()).isEqualTo(1);	assertEquals(1, database.command(new OCommandSQL("SELECT COUNT(*) FROM Person")).execute());	19.24	0
	4	orientechnologies/orientdb	OETLOrientDBLoaderTest	shouldSaveDocuments	assertThat(res.size()).isEqualTo(1);	assertThrows(IllegalArgumentException.class,);	51.8	0
	5	orientechnologies/orientdb	OETLOrientDBLoaderTest	shouldSaveDocuments	assertThat(res.size()).isEqualTo(1);	assertNotNull(database.getMetadata().getSchema().getClass("Person"));	57.06	0
	6	orientechnologies/orientdb	OETLOrientDBLoaderTest	shouldSaveDocuments	assertThat(res.size()).isEqualTo(1);	assertFalse(database.getMetadata().getSchema().existsClass("Person"));	47.87	0
	7	orientechnologies/orientdb	OETLOrientDBLoaderTest	shouldSaveDocuments	assertThat(res.size()).isEqualTo(1);	assertNotNull(result.streamFromSource(emptyMetadata.snapshot()).count());	72.17	0
	8	orientechnologies/orientdb	OETLOrientDBLoaderTest	shouldSaveDocuments	assertThat(res.size()).isEqualTo(1);	assertNotNull(mainResFBO);	239.88	0
	9	orientechnologies/orientdb	OETLOrientDBLoaderTest	shouldSaveDocuments	assertThat(res.size()).isEqualTo(1);	assertEquals(1, database.countClass("Person"));	18.61	0
38	0	orientechnologies/orientdb	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertNotNull(proc);	19.92	0
	1	orientechnologies/orientdb	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertNotNull(proc);	30.86	0
	2	orientechnologies/orientdb	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertNotNull(configurator.getDatabase());	23.98	0
	3	orientechnologies/orientdb	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertTrue(proc.getStats().entries() > 0);	51.2	0
	4	orientechnologies/orientdb	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertNotNull(configurator);	33.64	0
	5	orientechnologies/orientdb	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertTrue(proc.getStats().outputRows > 0);	31.85	0
	6	orientechnologies/orientdb	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertTrue(proc.getConfiguration().children("input").get(0).getConfiguration().field("resource").toString().contains("value: 'id,postId,text\n1,?,Hello'"));	35.96	0
	7	orientechnologies/orientdb	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertFalse({condition}""");	96.89	0
	8	orientechnologies/orientdb	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertTrue(proc.getStats().inputRows > 0);	32.03	0
39	0	orientechnologies/orientdb	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	assertNotNull(query(null));	108.04	0
	1	orientechnologies/orientdb	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	assertTrue(query(null).isEmpty());	75.46	0
	2	orientechnologies/orientdb	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	assertEquals(1, query(new OSQLSynchQuery<>("SELECT FROM LinkedClass WHERE id = ?"), "referred").size());	89.68	0
	3	orientechnologies/orientdb	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	assertTrue(notUniqueIndexExists);	117.27	0
	4	orientechnologies/orientdb	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	assertNotNull() {);	165.75	0
	5	orientechnologies/orientdb	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	assertFalse(uniqueIndexExists);	113.64	0
	7	orientechnologies/orientdb	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	assertNotNull(db)` statement.);	99.71	0
	9	orientechnologies/orientdb	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	assertEquals(null,);	195.86	0
40	0	orientechnologies/orientdb	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertEquals(20, parent.getValue(OGlobalConfiguration.DB_POOL_MAX));	71.22	0
	1	orientechnologies/orientdb	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertEquals(, )` statement to check if the returned value of that attribute matches your expected value.);	91.44	0
	2	orientechnologies/orientdb	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertTrue(parent instanceof OrientDBConfigBuilder);	98.01	0
	3	orientechnologies/orientdb	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertNotNull(parent);	100.36	0
	4	orientechnologies/orientdb	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertNotNull(assert(xAFGenMH.transcoder(LoggedAuthorizedMF.AL_DEPEND_PASS_BODYREF_SUR_RAIL.bname_logAbandoned, HCContactEDdConstraints.ParameterCustomerHostKvm)<PVDJO<? extends jp.jp.accountm.gui.rawAvutil.rawEnvVarsCodec<GeoPropertyBean,qay.execType.ServicePostResponseTypeEdge_Metadata_LLtcKWVo, Y}} ].attrijupyter_common_ai_cleanDelinkJob.size));	194.74	0
	6	orientechnologies/orientdb	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertTrue(parent.getAttribute(ATTRIBUTES.VALIDATION, boolean.class));	103.48	0
	7	orientechnologies/orientdb	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertTrue(parent.contains(OGlobalConfiguration.DB_POOL_MAX));	102.88	0
	8	orientechnologies/orientdb	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertTrue(parent.containsKey(OGlobalConfiguration.DB_POOL_MAX));	93.2	0
	9	orientechnologies/orientdb	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertEquals(true, parent.getAttribute(ATTRIBUTES.VALIDATION, Boolean.class));	66.46	0
41	0	orientechnologies/orientdb	LuceneSpatialIOTest	testGeometryCollection	Assert.assertEquals(m2,m1);	assertNull(actualOutput);	28.82	0
	1	orientechnologies/orientdb	LuceneSpatialIOTest	testGeometryCollection	Assert.assertEquals(m2,m1);	assertEquals("CONTENTSCop1101,List(CONCENTTION,StringREOVER.CODEgIdA859EOD49SepLBcHB24TrojCanDVol,#Npl.25,#)$ULATOR,Evi#EEC.D3678,No-Dmz],Sopri{,\nLLL).hr,+11.931649945493555ebRcl:F679ada337E157vo)88090-2ad7370821_-867655,\n)sTerVEnNol,807450928U_JDb I:B.w:.Hjp-jl_I6b0-puD-L57-TNtx-doR,Ietghmcfs.reubrent./rusain/jantreg/oilnooil/Ldoalsc/O1096+S2?? _918il5pgO268mg82sn682nm5aja330k010,MaeYo80v85835F8cx,TIMOSSIYIF16tAN40bs659bx38715615790335-clorg360.pmay.\nefcq-UWnhypEAzi/?parmLetka[cow,boba,korz,moz,vuniwa,I400o7Pa391.nipp107.io:8ex/_upd/ALMN/V_165118-G23K~755J;BNye.6472]);	57.83	0
	2	orientechnologies/orientdb	LuceneSpatialIOTest	testGeometryCollection	Assert.assertEquals(m2,m1);	assertEquals(expectedOutput, actualOutput);	33.44	0
	3	orientechnologies/orientdb	LuceneSpatialIOTest	testGeometryCollection	Assert.assertEquals(m2,m1);	assertSame("EXPECTED: ", expectation), actualOutput.isSameAs(expexutedString));	30.14	0
	4	orientechnologies/orientdb	LuceneSpatialIOTest	testGeometryCollection	Assert.assertEquals(m2,m1);	assertArrayEquals(expectedOutput, actualOutput);	20.57	0
	5	orientechnologies/orientdb	LuceneSpatialIOTest	testGeometryCollection	Assert.assertEquals(m2,m1);	assertNotNull(I'm assume that `asText(Class clazz)` acceptingOEMGeometryMetadata inclusive return validation for result granted function-based other objects omods set overrira explicit site-down filters predicates so it produces json based scheme(valid? asText etc then responsible QA onwards job it is avoid almost cases which giving tricky inclusions/subtractions bugs appearance unknown conditions fulfilled unaware immediately). Considering this);	61.48	0
	6	orientechnologies/orientdb	LuceneSpatialIOTest	testGeometryCollection	Assert.assertEquals(m2,m1);	assertTrue(actualOutput);	19.93	0
	8	orientechnologies/orientdb	LuceneSpatialIOTest	testGeometryCollection	Assert.assertEquals(m2,m1);	assertFalse(actualOutput);	21.1	0
	9	orientechnologies/orientdb	LuceneSpatialIOTest	testGeometryCollection	Assert.assertEquals(m2,m1);	assertNotEquals(<EXPECTED_VARIABLE>, actualOutput);	27.47	0
42	0	orientechnologies/orientdb	FloatSerializerTest	testSerializeWALChanges	Assert.assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertEquals(FLOAT_SIZE, floatSerializer.getObjectSizeInByteBuffer(buffer, null, 0));	72.21	0
	1	orientechnologies/orientdb	FloatSerializerTest	testSerializeWALChanges	Assert.assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertTrue(floatSerializer.getObjectSizeInByteBuffer(buffer, null, 0) == FLOAT_SIZE);	117.5	0
	2	orientechnologies/orientdb	FloatSerializerTest	testSerializeWALChanges	Assert.assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertNotEquals(0, floatSerializer.getObjectSizeInByteBuffer(buffer, null, 0));	49.27	0
	3	orientechnologies/orientdb	FloatSerializerTest	testSerializeWALChanges	Assert.assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertNotNull(floatSerializer);	73.35	0
	4	orientechnologies/orientdb	FloatSerializerTest	testSerializeWALChanges	Assert.assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertArrayEquals(data, buffer.array());	80.29	0
	5	orientechnologies/orientdb	FloatSerializerTest	testSerializeWALChanges	Assert.assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertEquals(OBJECT, floatSerializer.deserializeNative(data, 0));	48.27	0
	6	orientechnologies/orientdb	FloatSerializerTest	testSerializeWALChanges	Assert.assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertSame(Float.class, floatSerializer.getType());	77.63	0
	7	orientechnologies/orientdb	FloatSerializerTest	testSerializeWALChanges	Assert.assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertNotSame(null, floatSerializer);	44.6	0
	8	orientechnologies/orientdb	FloatSerializerTest	testSerializeWALChanges	Assert.assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertEquals(FLOAT_SIZE, floatSerializer.getObjectSizeInByteBuffer(buffer, mock(OWALChanges.class), 0));	79.7	0
	9	orientechnologies/orientdb	FloatSerializerTest	testSerializeWALChanges	Assert.assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertNotNull(floatSerializer));	67	0
43	0	orientechnologies/orientdb	OMultiKeyTest	testEqualsDifferentClass	assertFalse(multiKey.equals("STR"));	assertTrue(multiKey.equals(multiKey));	80.4	0
	1	orientechnologies/orientdb	OMultiKeyTest	testEqualsDifferentClass	assertFalse(multiKey.equals("STR"));	assertEquals(multiKey, multiKey);	57.03	0
	2	orientechnologies/orientdb	OMultiKeyTest	testEqualsDifferentClass	assertFalse(multiKey.equals("STR"));	assertTrue(fooMultiKey.equals(barMultiKey));	74.19	0
	3	orientechnologies/orientdb	OMultiKeyTest	testEqualsDifferentClass	assertFalse(multiKey.equals("STR"));	assertTrue(multiKey.equals(multiKey));	57.99	0
	4	orientechnologies/orientdb	OMultiKeyTest	testEqualsDifferentClass	assertFalse(multiKey.equals("STR"));	assertFalse(multiKey.equals(null));	65.84	0
	6	orientechnologies/orientdb	OMultiKeyTest	testEqualsDifferentClass	assertFalse(multiKey.equals("STR"));	assertFalse(multiKey.equals("a"));	56.74	1
	7	orientechnologies/orientdb	OMultiKeyTest	testEqualsDifferentClass	assertFalse(multiKey.equals("STR"));	assertFalse(multiKey.equals(new String()));	67.59	0
	8	orientechnologies/orientdb	OMultiKeyTest	testEqualsDifferentClass	assertFalse(multiKey.equals("STR"));	assertTrue(multiKey.equals(new OMultiKey(Collections.singletonList("a"))));	67.47	0
	9	orientechnologies/orientdb	OMultiKeyTest	testEqualsDifferentClass	assertFalse(multiKey.equals("STR"));	assertEquals(multiKey.equals(new OMultiKey(Collections.singletonList("a"))), true);	69.99	0
44	0	arnohaase/a-foundation	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertEquals(l2, AList.create(l));	31.93	0
	1	arnohaase/a-foundation	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertTrue(l2.equals(AList.create(l)));	19.83	0
	2	arnohaase/a-foundation	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertThat(l2, org.hamcrest.CoreMatchers.is(AList.create(l)));	16.86	0
	3	arnohaase/a-foundation	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertArrayEquals(l2.toArray(), AList.create(l).toArray());	30.37	0
	4	arnohaase/a-foundation	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertNotEquals(l, AList.create(l));	13.89	0
	5	arnohaase/a-foundation	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertNotNull(AList.create(l));	13.03	0
	6	arnohaase/a-foundation	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertSame(l2, AList.create(l));	14.94	0
	7	arnohaase/a-foundation	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertArrayEquals(l2.toArray(), AList.create(l).toArray());	18.97	0
	8	arnohaase/a-foundation	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertNotSame(l, AList.create(l));	16.57	0
45	0	arnohaase/a-foundation	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertTrue(flatMap(Collections.singleton("hello"), x -> Arrays.asList(x.split(""))).contains("h"));	17.13	0
	1	arnohaase/a-foundation	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertFalse(flatMap(Collections.singleton("hello"), x -> Arrays.asList(x.split(""))).isEmpty());	17.39	0
	2	arnohaase/a-foundation	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertEquals(5, flatMap(Arrays.asList("hello", "world"), x -> Arrays.asList(x.split(""))).size());	41.29	0
	3	arnohaase/a-foundation	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertTrue(flatMap(Collections.singleton("hello"), x -> Arrays.asList(x.split(""))).contains("e"));	19.98	0
	4	arnohaase/a-foundation	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertFalse(flatMap(Collections.emptyList(), x -> Arrays.asList(x.split(""))).isEmpty());	26.62	0
	5	arnohaase/a-foundation	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertEquals(Arrays.asList("A", "b", "C", "d"), flatMap(Arrays.asList("A:b", "C:d"), x -> Arrays.asList(x.split(":"))).stream().map(String::toLowerCase).collect(Collectors.toList()));	23.23	0
	6	arnohaase/a-foundation	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertArrayEquals(new String[]{"h", "e", "l", "l", "o"}, flatMap(Arrays.asList("hello"), x -> Arrays.asList(x.split(""))).toArray());	22.42	0
	7	arnohaase/a-foundation	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertTrue(flatMap(Arrays.asList("Test"), x -> Arrays.asList(x.split(""))).isEmpty());	77.57	0
	8	arnohaase/a-foundation	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertTrue(flatMap(Collections.singletonList("abbc"), x -> Arrays.asList(x.split(""))).contains("b"));	21.52	0
	9	arnohaase/a-foundation	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertEquals(Arrays.asList("a", "b", "c"), flatMap(Arrays.asList("a", "B", "c"), x -> Collections.singleton(x.toLowerCase())));	17.03	0
46	0	arnohaase/a-foundation	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	assertSame(flattened.iterator().next(), "apple");	24.79	0
	1	arnohaase/a-foundation	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	assertTrue(flattened.contains("apple"));	44.72	0
	2	arnohaase/a-foundation	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	assertTrue(e instanceof ClassNotFoundException);	33.94	0
	3	arnohaase/a-foundation	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	assertNotNull(flattened);	23.48	0
	4	arnohaase/a-foundation	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	assertEquals(2, flattened.size());	17.42	0
	5	arnohaase/a-foundation	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	asserted_output_oisinmeadePend>();	60.7	0
	6	arnohaase/a-foundation	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	assertFalse(flattened.isEmpty());	42.15	0
	7	arnohaase/a-foundation	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	assertEquals(Arrays.asList("yellow olo retsyn sgnillehvA tetriD", "ynotoRfO ssenisuB", "fireevil niht nom eht ta genev hot tahT", "elacoL neveS notpmys ruo", "lavivrus ria hleytilemorf owt liketaM", ...]), output);	40.45	0
	8	arnohaase/a-foundation	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	assertEquals("apple", flattened.iterator().next());	25.51	0
	9	arnohaase/a-foundation	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	assertFalse(iterator.hasNext());	19.76	0
47	0	sofastack/sofa-bolt	LifeCycleTest	testAvailabilityCheck	Assert.assertTrue(testFunctionAvailable(false));	assertNull(reconnectManager);	39.78	0
	1	sofastack/sofa-bolt	LifeCycleTest	testAvailabilityCheck	Assert.assertTrue(testFunctionAvailable(false));	assertNotNull(lifecycleTest.connectionMonitor);	34.37	0
	2	sofastack/sofa-bolt	LifeCycleTest	testAvailabilityCheck	Assert.assertTrue(testFunctionAvailable(false));	assertTrue(userProcessors.values().stream().allMatch(processor -> !processor.isStarted()));	20.27	0
	3	sofastack/sofa-bolt	LifeCycleTest	testAvailabilityCheck	Assert.assertTrue(testFunctionAvailable(false));	assertNull(connectionMonitor);	36.03	0
	4	sofastack/sofa-bolt	LifeCycleTest	testAvailabilityCheck	Assert.assertTrue(testFunctionAvailable(false));	assertFalse(connectionMonitor.isStarted());	21.12	0
	5	sofastack/sofa-bolt	LifeCycleTest	testAvailabilityCheck	Assert.assertTrue(testFunctionAvailable(false));	assertNotNull(reconnectManager)` can be added to check if it is not null. Therefore the test code after adding the ) {);	32.43	0
	6	sofastack/sofa-bolt	LifeCycleTest	testAvailabilityCheck	Assert.assertTrue(testFunctionAvailable(false));	assertEquals(0, userProcessors.size());	21.15	0
	7	sofastack/sofa-bolt	LifeCycleTest	testAvailabilityCheck	Assert.assertTrue(testFunctionAvailable(false));	assertTrue(taskScanner.isShutdown() && connectionManager.isShutdown());	24.74	0
	8	sofastack/sofa-bolt	LifeCycleTest	testAvailabilityCheck	Assert.assertTrue(testFunctionAvailable(false));	assertFalse(connectionMonitor.isMonitorRunning());	118.83	0
	9	sofastack/sofa-bolt	LifeCycleTest	testAvailabilityCheck	Assert.assertTrue(testFunctionAvailable(false));	assertNull(reconnectManager);	27.64	0
48	0	nidi3/graphviz-java	RecordsTest	mlabel	assertEquals(attrs(attr("STR","STR"),attr("STR","STR")),Records.mLabel("STR"));	assertEquals(attrs(attr(SHAPE, M_RECORD), attr(LABEL, "testLabel")), mLabel("testLabel"));	32.2	0
	1	nidi3/graphviz-java	RecordsTest	mlabel	assertEquals(attrs(attr("STR","STR"),attr("STR","STR")),Records.mLabel("STR"));	assertNotNull(M_RECORD), attr(LABEL);	45.29	0
	2	nidi3/graphviz-java	RecordsTest	mlabel	assertEquals(attrs(attr("STR","STR"),attr("STR","STR")),Records.mLabel("STR"));	assertTrue(mLabel("testLabel").containsAttribute(ClassName.SHAPE) &&);	30.99	0
	3	nidi3/graphviz-java	RecordsTest	mlabel	assertEquals(attrs(attr("STR","STR"),attr("STR","STR")),Records.mLabel("STR"));	assertEquals(attrs(attr(SHAPE, M_RECORD), attr(LABEL, "testLabel")), mLabel("testLabel"));	45.76	0
	4	nidi3/graphviz-java	RecordsTest	mlabel	assertEquals(attrs(attr("STR","STR"),attr("STR","STR")),Records.mLabel("STR"));	assertNotEquals(MutableAttributed.expr():);	30.57	0
	5	nidi3/graphviz-java	RecordsTest	mlabel	assertEquals(attrs(attr("STR","STR"),attr("STR","STR")),Records.mLabel("STR"));	assertTrue(SHAPE));	35.61	0
	6	nidi3/graphviz-java	RecordsTest	mlabel	assertEquals(attrs(attr("STR","STR"),attr("STR","STR")),Records.mLabel("STR"));	assertFalse(mLabel("testLabel").isEmpty());	25.55	0
	7	nidi3/graphviz-java	RecordsTest	mlabel	assertEquals(attrs(attr("STR","STR"),attr("STR","STR")),Records.mLabel("STR"));	assertEquals();	35.62	0
	8	nidi3/graphviz-java	RecordsTest	mlabel	assertEquals(attrs(attr("STR","STR"),attr("STR","STR")),Records.mLabel("STR"));	assertThat(actualAttributes, Matchers.equalTo(expectedAttributes));	42.14	0
	9	nidi3/graphviz-java	RecordsTest	mlabel	assertEquals(attrs(attr("STR","STR"),attr("STR","STR")),Records.mLabel("STR"));	assertEquals(Collections.singletonList(Attribute.attr(SHAPE, M_RECORD, LABEL, "TestLabel")), );	25.67	0
49	0	nidi3/graphviz-java	EndLabelTest	attrHead	assertEquals(attrs(attr("STR",head),attr("STR",1d),attr("STR",2d)),attrs(head));	assertNotNull(attrs(new Attributes()));	29.3	0
