TestID	OracleID	Username/Reponame	ClassName	TestName	TrueOracle	GenOracle	Correct	Sorted	Time
0	0	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testLimitWithNamedParam	assertEquals(qResult.size(),2);	assertNotNull(qResult);	0	1	16.69
	1	/	OCommandExecutorSQLSelectTest	testLimitWithNamedParam	assertEquals(qResult.size(),2);	assertTrue(!qResult.isEmpty());	0	1	16.69
	2	/	OCommandExecutorSQLSelectTest	testLimitWithNamedParam	assertEquals(qResult.size(),2);	assertEquals(qResult.size(),2);	1	1	16.69
	3	/	OCommandExecutorSQLSelectTest	testLimitWithNamedParam	assertEquals(qResult.size(),2);	assertNotEquals(expectedResult,actualResult);	0	1	16.69
	4	/	OCommandExecutorSQLSelectTest	testLimitWithNamedParam	assertEquals(qResult.size(),2);	assertSame(expectedObject,actualObject);	0	1	16.69
1	0	orientechnologies/orientdb	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertNotNull(companyClass);	0	1	33.79
	1	/	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertNotNull(idProperty);	0	1	33.79
	2	/	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertEquals("STR",companyClass.getName());	0	1	33.79
	3	/	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertEquals(idProperty.getName(),PROP_ID);	1	1	33.79
	4	/	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertEquals(OType.INTEGER,idProperty.getType());	0	1	33.79
	5	/	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertTrue(idProperty.isMandatory());	0	1	33.79
	6	/	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertFalse(idProperty.isNotNull());	0	1	33.79
	7	/	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertTrue(idProperty.isReadonly());	0	1	33.79
	8	/	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertEquals(Integer.valueOf(10),idProperty.getMax());	0	1	33.79
	9	/	OCommandExecutorSQLCreatePropertyTest	testNonStrict	assertEquals(idProperty.getName(),PROP_ID);	assertEquals(Integer.valueOf(4),idProperty.getMin());	0	1	33.79
2	0	orientechnologies/orientdb	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertNotNull(execute);	0	1	49.87
	1	/	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertTrue(execute.size()>0);	0	1	49.87
	2	/	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertEquals(0.1980897715667625,0.0001);	0	1	49.87
	3	/	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertFalse(execute.isEmpty());	0	1	49.87
	4	/	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertEquals(next.getClassName(),"STR");	0	1	49.87
	5	/	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertTrue(next.isEmbedded());	0	1	49.87
	6	/	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertFalse(next.isLazyLoad());	0	1	49.87
	7	/	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertNotNull(next.asStream());	0	1	49.87
	8	/	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertTrue(next.equals(next));	0	1	49.87
	9	/	LuceneSpatialMiscFunctionsTest	testDistance	assertThat(next.<Double>field("STR")).isEqualTo(0.0015056772638228177);	assertFalse(next.equals(newObject()));	0	1	49.87
3	0	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testTriangle3	assertTrue(result.hasNext());	assertTrue(result.hasNext());	1	1	60.65
	1	/	OMatchStatementExecutionNewTest	testTriangle3	assertTrue(result.hasNext());	assertNotNull(result);	0	1	60.65
	2	/	OMatchStatementExecutionNewTest	testTriangle3	assertTrue(result.hasNext());	assertTrue(query.length()>0);	0	1	60.65
	3	/	OMatchStatementExecutionNewTest	testTriangle3	assertTrue(result.hasNext());	assertFalse(query.toString().isEmpty());	0	1	60.65
	4	/	OMatchStatementExecutionNewTest	testTriangle3	assertTrue(result.hasNext());	assertSame(db,result.getDatabase());	0	1	60.65
	5	/	OMatchStatementExecutionNewTest	testTriangle3	assertTrue(result.hasNext());	assertNotSame(null,db);	0	1	60.65
	6	/	OMatchStatementExecutionNewTest	testTriangle3	assertTrue(result.hasNext());	assertNotNull("STR");	0	1	60.65
	7	/	OMatchStatementExecutionNewTest	testTriangle3	assertTrue(result.hasNext());	assertFalse("STR");	0	1	60.65
	8	/	OMatchStatementExecutionNewTest	testTriangle3	assertTrue(result.hasNext());	assertNotSame("STR",db.getName());	0	1	60.65
	9	/	OMatchStatementExecutionNewTest	testTriangle3	assertTrue(result.hasNext());	assertEquals(2,"STR");	0	1	60.65
4	0	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testTriangle1Arrows	assertTrue(result.hasNext());	assertTrue(hasNext());	0	1	34.06
	1	/	OMatchStatementExecutionNewTest	testTriangle1Arrows	assertTrue(result.hasNext());	assertEquals(true,hasNext());	0	1	34.06
	2	/	OMatchStatementExecutionNewTest	testTriangle1Arrows	assertTrue(result.hasNext());	assertEquals(Boolean.TRUE,hasNext());	0	1	34.06
	3	/	OMatchStatementExecutionNewTest	testTriangle1Arrows	assertTrue(result.hasNext());	assertTrue(Boolean.TRUE==hasNext());	0	1	34.06
	4	/	OMatchStatementExecutionNewTest	testTriangle1Arrows	assertTrue(result.hasNext());	assertTrue(Boolean.TRUE.equals(hasNext()));	0	1	34.06
	5	/	OMatchStatementExecutionNewTest	testTriangle1Arrows	assertTrue(result.hasNext());	assertNotNull(hasNext());	0	1	34.06
	6	/	OMatchStatementExecutionNewTest	testTriangle1Arrows	assertTrue(result.hasNext());	assertSame(Boolean.class,hasNext().getClass());	0	1	34.06
	7	/	OMatchStatementExecutionNewTest	testTriangle1Arrows	assertTrue(result.hasNext());	assertArrayEquals(newObject[]{true},newObject[]{hasNext()});	0	1	34.06
	8	/	OMatchStatementExecutionNewTest	testTriangle1Arrows	assertTrue(result.hasNext());	assertEquals(Boolean.TRUE.toString(),hasNext().toString());	0	1	34.06
	9	/	OMatchStatementExecutionNewTest	testTriangle1Arrows	assertTrue(result.hasNext());	assertEquals("STR",Boolean.toString(hasNext()));	0	1	34.06
5	0	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testManager2	assertEquals("STR",getManager2("STR").getProperty("STR"));	assertNotNull("STR");	0	1	62.15
	1	/	OMatchStatementExecutionNewTest	testManager2	assertEquals("STR",getManager2("STR").getProperty("STR"));	assertNull("STR");	0	1	62.15
	2	/	OMatchStatementExecutionNewTest	testManager2	assertEquals("STR",getManager2("STR").getProperty("STR"));	assertTrue("STR");	0	1	62.15
	3	/	OMatchStatementExecutionNewTest	testManager2	assertEquals("STR",getManager2("STR").getProperty("STR"));	assertFalse("STR");	0	1	62.15
	4	/	OMatchStatementExecutionNewTest	testManager2	assertEquals("STR",getManager2("STR").getProperty("STR"));	assertEquals("STR","STR");	0	1	62.15
	5	/	OMatchStatementExecutionNewTest	testManager2	assertEquals("STR",getManager2("STR").getProperty("STR"));	assertNotEquals("STR","STR");	0	1	62.15
	6	/	OMatchStatementExecutionNewTest	testManager2	assertEquals("STR",getManager2("STR").getProperty("STR"));	assertSame(filter,"STR");	0	1	62.15
	7	/	OMatchStatementExecutionNewTest	testManager2	assertEquals("STR",getManager2("STR").getProperty("STR"));	assertNotSame(cache1,"STR");	0	1	62.15
	8	/	OMatchStatementExecutionNewTest	testManager2	assertEquals("STR",getManager2("STR").getProperty("STR"));	assertArrayEquals(expectedArray,"STR");	0	1	62.15
	9	/	OMatchStatementExecutionNewTest	testManager2	assertEquals("STR",getManager2("STR").getProperty("STR"));	assertEquals(3.14,"STR");	0	1	62.15
6	0	orientechnologies/orientdb	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertNotNull(item);	0	1	45.15
	1	/	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertTrue(res.hasNext());	0	1	45.15
	2	/	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertTrue(set.contains(emb));	0	1	45.15
	3	/	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertSame(doc,doc);	0	1	45.15
	4	/	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertSame(emb,emb);	0	1	45.15
	5	/	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertNotEquals(0,set.size());	0	1	45.15
	6	/	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertFalse(set.isEmpty());	0	1	45.15
	7	/	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertTrue(set.iterator().next().getType()instanceofOType.EMBEDDEDSET);	0	1	45.15
	8	/	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertEquals(1,"STR");	0	1	45.15
	9	/	RemoteQuerySupportTest	testQueryEmbeddedSet	assertNotNull(item.getProperty("STR"));	assertNotEquals(0,doc.getProperties().size());	0	1	45.15
7	0	orientechnologies/orientdb	TrackedListTest	testAddAllNotificationTwo	assertFalse(doc.isDirty());	assertFalse(doc.isDirty());	1	1	28.97
	1	/	TrackedListTest	testAddAllNotificationTwo	assertFalse(doc.isDirty());	assertTrue(!doc.isDirty());	0	1	28.97
	2	/	TrackedListTest	testAddAllNotificationTwo	assertFalse(doc.isDirty());	assertEquals(false,doc.isDirty());	0	1	28.97
	3	/	TrackedListTest	testAddAllNotificationTwo	assertFalse(doc.isDirty());	assertTrue(doc.getInternalStatus().equals(ORecordElement.STATUS.LOADED));	0	1	28.97
	4	/	TrackedListTest	testAddAllNotificationTwo	assertFalse(doc.isDirty());	assertFalse(doc.getInternalStatus().equals(ORecordElement.STATUS.INITIALIZED));	0	1	28.97
	5	/	TrackedListTest	testAddAllNotificationTwo	assertFalse(doc.isDirty());	assertNotNull(doc.getIdentity());	0	1	28.97
	6	/	TrackedListTest	testAddAllNotificationTwo	assertFalse(doc.isDirty());	assertTrue(doc.getIdentity().isValid());	0	1	28.97
	7	/	TrackedListTest	testAddAllNotificationTwo	assertFalse(doc.isDirty());	assertTrue(doc.getClassName().isEmpty());	0	1	28.97
	8	/	TrackedListTest	testAddAllNotificationTwo	assertFalse(doc.isDirty());	assertTrue(doc.getIdentity().getClusterId()==0);	0	1	28.97
	9	/	TrackedListTest	testAddAllNotificationTwo	assertFalse(doc.isDirty());	assertTrue(doc.getIdentity().getClusterPosition()==-1);	0	1	28.97
8	0	orientechnologies/orientdb	OCreateClassStatementExecutionTest	testClusters	assertNotNull(clazz);	assertTrue(db.getMetadata().getSchema().existsClass(className));	0	1	65.33
	1	/	OCreateClassStatementExecutionTest	testClusters	assertNotNull(clazz);	assertEquals(className,clazz.getName());	0	1	65.33
	2	/	OCreateClassStatementExecutionTest	testClusters	assertNotNull(clazz);	assertTrue(clazz.getClusterIds().length==32);	0	1	65.33
	3	/	OCreateClassStatementExecutionTest	testClusters	assertNotNull(clazz);	assertTrue(clazz.getName().equals(className));	0	1	65.33
	4	/	OCreateClassStatementExecutionTest	testClusters	assertNotNull(clazz);	assertNotNull(clazz);	1	1	65.33
	5	/	OCreateClassStatementExecutionTest	testClusters	assertNotNull(clazz);	assertNotEquals(null,db.getMetadata().getSchema());	0	1	65.33
	6	/	OCreateClassStatementExecutionTest	testClusters	assertNotNull(clazz);	assertEquals(clazz,db.getMetadata().getSchema().getClass(className));	0	1	65.33
	7	/	OCreateClassStatementExecutionTest	testClusters	assertNotNull(clazz);	assertTrue(clazz.getClusterSelection()>-1);	0	1	65.33
	8	/	OCreateClassStatementExecutionTest	testClusters	assertNotNull(clazz);	assertEquals(32,clazz.getDefaultClusterIdForNewInstance());	0	1	65.33
	9	/	OCreateClassStatementExecutionTest	testClusters	assertNotNull(clazz);	assertTrue(clazz.getClusterIds().length>=1);	0	1	65.33
9	0	orientechnologies/orientdb	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertEquals(1,operations.size());	0	1	49.35
	1	/	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertNotNull(operations);	0	1	49.35
	2	/	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertTrue(operationsinstanceofList);	0	1	49.35
	3	/	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertFalse(operations.isEmpty());	0	1	49.35
	4	/	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertNotEquals(null,request);	0	1	49.35
	5	/	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertSame(ORecordSerializerNetworkFactory.INSTANCE.current(),request.getRecordSerializer());	0	1	49.35
	6	/	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertNotSame(channel,null);	0	1	49.35
	7	/	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertEquals(-1,request.getTransactionId());	0	1	49.35
	8	/	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertSame(operations,request.getOperations());	0	1	49.35
	9	/	OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertTrue(request.getByteCount()>0);	0	1	49.35
10	0	orientechnologies/orientdb	OInsertStatementExecutionTest	testLinkMapWithSubqueries	assertEquals(1,theMap.size());	assertNotNull(db);	0	1	28.98
	1	/	OInsertStatementExecutionTest	testLinkMapWithSubqueries	assertEquals(1,theMap.size());	assertTrue(db.exists());	0	1	28.98
	2	/	OInsertStatementExecutionTest	testLinkMapWithSubqueries	assertEquals(1,theMap.size());	assertNotNull(className);	0	1	28.98
	3	/	OInsertStatementExecutionTest	testLinkMapWithSubqueries	assertEquals(1,theMap.size());	assertNotNull(itemclassName);	0	1	28.98
	4	/	OInsertStatementExecutionTest	testLinkMapWithSubqueries	assertEquals(1,theMap.size());	assertTrue(db.isActiveOnCurrentThread());	0	1	28.98
	5	/	OInsertStatementExecutionTest	testLinkMapWithSubqueries	assertEquals(1,theMap.size());	assertFalse(db.isClosed());	0	1	28.98
	6	/	OInsertStatementExecutionTest	testLinkMapWithSubqueries	assertEquals(1,theMap.size());	assertTrue(db.isDocument());	0	1	28.98
	7	/	OInsertStatementExecutionTest	testLinkMapWithSubqueries	assertEquals(1,theMap.size());	assertEquals(1,db.getClusters());	0	1	28.98
	8	/	OInsertStatementExecutionTest	testLinkMapWithSubqueries	assertEquals(1,theMap.size());	assertNull(db.getDefaultClusterId());	0	1	28.98
	9	/	OInsertStatementExecutionTest	testLinkMapWithSubqueries	assertEquals(1,theMap.size());	assertTrue(db.isUseCache());	0	1	28.98
11	0	orientechnologies/orientdb	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertNotNull(doc);	0	1	32.46
	1	/	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertNotNull(manager);	0	1	32.46
	2	/	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertNotNull(manager.getRecord());	0	1	32.46
	3	/	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertTrue(manager.getRecord()instanceofODocument);	0	1	32.46
	4	/	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertTrue(manager.getRecord()!=null&&manager.isDirty(doc));	0	1	32.46
	5	/	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertTrue(manager.getRecord()!=null&&!manager.isNew(doc));	0	1	32.46
	6	/	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertTrue(manager.getRecord()!=null&&!manager.isDirty(doc));	0	1	32.46
	7	/	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertTrue(manager.getRecord()!=null&&manager.isNew(doc));	0	1	32.46
	8	/	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertNull(doc.getIdentity().getClusterId());	0	1	32.46
	9	/	ODirtyManagerTest	testBasic	assertEquals(1,manager.getNewRecords().size());	assertNull(doc.getIdentity().getClusterPosition());	0	1	32.46
12	0	orientechnologies/orientdb	CASObjectArrayTest	testAddSingleItem	assertEquals(0,array.size());	assertNotNull(array);	0	1	29.79
	1	/	CASObjectArrayTest	testAddSingleItem	assertEquals(0,array.size());	assertTrue(array.isEmpty());	0	1	29.79
	2	/	CASObjectArrayTest	testAddSingleItem	assertEquals(0,array.size());	assertEquals(0,array.size());	1	1	29.79
	3	/	CASObjectArrayTest	testAddSingleItem	assertEquals(0,array.size());	assertArrayEquals(newInteger[]{},array.toArray());	0	1	29.79
	4	/	CASObjectArrayTest	testAddSingleItem	assertEquals(0,array.size());	assertEquals(0,array.indexOf(1));	0	1	29.79
	5	/	CASObjectArrayTest	testAddSingleItem	assertEquals(0,array.size());	assertEquals(0,array.lastIndexOf(1));	0	1	29.79
	6	/	CASObjectArrayTest	testAddSingleItem	assertEquals(0,array.size());	assertFalse(array.contains(1));	0	1	29.79
	7	/	CASObjectArrayTest	testAddSingleItem	assertEquals(0,array.size());	assertFalse(array.contains(null));	0	1	29.79
	8	/	CASObjectArrayTest	testAddSingleItem	assertEquals(0,array.size());	assertNull(array.get(0));	0	1	29.79
	9	/	CASObjectArrayTest	testAddSingleItem	assertEquals(0,array.size());	assertThrows(IndexOutOfBoundsException.class,()->array.get(1));	0	1	29.79
13	0	orientechnologies/orientdb	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertTrue(result);	0	1	28.16
	1	/	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertFalse(!result);	0	1	28.16
	2	/	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertNotNull(keysToAdd);	0	1	28.16
	3	/	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertNotNull(keysToRemove);	0	1	28.16
	4	/	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertEquals(0,keysToAdd.size());	0	1	28.16
	5	/	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertEquals(1,keysToRemove.size());	0	1	28.16
	6	/	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertTrue(keysToRemove.containsKey(12));	0	1	28.16
	7	/	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertFalse(keysToRemove.containsKey(13));	0	1	28.16
	8	/	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertNull(keysToAdd.get(12));	0	1	28.16
	9	/	OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertSame(removedKeys,keysToRemove);	0	1	28.16
14	0	orientechnologies/orientdb	OCreateRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertEquals(rid,from.getRid());	0	1	45.36
	1	/	OCreateRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertNotNull(from.getRid());	0	1	45.36
	2	/	OCreateRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertTrue(from.getRid().isValid());	0	1	45.36
	3	/	OCreateRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertEquals(1,from.getVersion());	0	1	45.36
	4	/	OCreateRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertEquals(12,from.getClusterId());	0	1	45.36
	5	/	OCreateRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertFalse(from.getRid().isTemporary());	0	1	45.36
	6	/	OCreateRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertNotEquals(newORecordId(0,0),from.getRid());	0	1	45.36
	7	/	OCreateRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertNull(to.getRid());	0	1	45.36
	8	/	OCreateRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertNotSame(from.getRid(),to.getRid());	0	1	45.36
	9	/	OCreateRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertNull(to.getVal());	0	1	45.36
15	0	orientechnologies/orientdb	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	assertEquals(keysToAdd,addedKeys);	assertTrue(addedKeys.containsKey(42));	0	1	91.66
	1	/	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	assertEquals(keysToAdd,addedKeys);	assertEquals(1,addedKeys.size());	0	1	91.66
	2	/	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	assertEquals(keysToAdd,addedKeys);	assertTrue(keysToAdd.containsKey(42));	0	1	91.66
	3	/	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	assertEquals(keysToAdd,addedKeys);	assertEquals(1,keysToAdd.size());	0	1	91.66
	4	/	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	assertEquals(keysToAdd,addedKeys);	assertFalse(keysToRemove.containsKey(42));	0	1	91.66
	5	/	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	assertEquals(keysToAdd,addedKeys);	assertEquals(0,keysToRemove.size());	0	1	91.66
	6	/	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	assertEquals(keysToAdd,addedKeys);	assertNotNull(multiValueChangeEvent);	0	1	91.66
	7	/	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	assertEquals(keysToAdd,addedKeys);	assertNotNull(keysToAdd);	0	1	91.66
	8	/	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	assertEquals(keysToAdd,addedKeys);	assertNotNull(keysToRemove);	0	1	91.66
	9	/	OPropertyListIndexDefinitionTest	testProcessChangeEventAddOnceWithConversion	assertEquals(keysToAdd,addedKeys);	assertNotNull(processChangeEvent);	0	1	91.66
16	0	orientechnologies/orientdb	DuplicateNonUniqueIndexChangesTxTest	testDuplicateValuesOnCreateDelete	assertRids("STR");	assertNotNull(db);	0	1	49.03
	1	/	DuplicateNonUniqueIndexChangesTxTest	testDuplicateValuesOnCreateDelete	assertRids("STR");	assertEquals("STR",db.getName());	0	1	49.03
	2	/	DuplicateNonUniqueIndexChangesTxTest	testDuplicateValuesOnCreateDelete	assertRids("STR");	assertEquals(false,db.isClosed());	0	1	49.03
	3	/	DuplicateNonUniqueIndexChangesTxTest	testDuplicateValuesOnCreateDelete	assertRids("STR");	assertNotNull(index);	0	1	49.03
	4	/	DuplicateNonUniqueIndexChangesTxTest	testDuplicateValuesOnCreateDelete	assertRids("STR");	assertEquals(OClass.INDEX_TYPE.NOTUNIQUE_HASH_INDEX,index.getType());	0	1	49.03
	5	/	DuplicateNonUniqueIndexChangesTxTest	testDuplicateValuesOnCreateDelete	assertRids("STR");	assertEquals(4,"STR");	0	1	49.03
	6	/	DuplicateNonUniqueIndexChangesTxTest	testDuplicateValuesOnCreateDelete	assertRids("STR");	assertEquals(true,person1.getIdentity().isValid());	0	1	49.03
	7	/	DuplicateNonUniqueIndexChangesTxTest	testDuplicateValuesOnCreateDelete	assertRids("STR");	assertEquals(true,person2.getIdentity().isValid());	0	1	49.03
	8	/	DuplicateNonUniqueIndexChangesTxTest	testDuplicateValuesOnCreateDelete	assertRids("STR");	assertEquals(true,person3.getIdentity().isValid());	0	1	49.03
	9	/	DuplicateNonUniqueIndexChangesTxTest	testDuplicateValuesOnCreateDelete	assertRids("STR");	assertEquals(true,person4.getIdentity().isValid());	0	1	49.03
17	0	orientechnologies/orientdb	OETLCSVExtractorTest	testDateTypeAutodetection	assertEquals(2008,birthday.getYear()+1900);	assertNotNull(birthday);	0	1	33.06
	1	/	OETLCSVExtractorTest	testDateTypeAutodetection	assertEquals(2008,birthday.getYear()+1900);	assertFalse(birthday==null);	0	1	33.06
	2	/	OETLCSVExtractorTest	testDateTypeAutodetection	assertEquals(2008,birthday.getYear()+1900);	assertNotEquals(birthday,null);	0	1	33.06
	3	/	OETLCSVExtractorTest	testDateTypeAutodetection	assertEquals(2008,birthday.getYear()+1900);	assertNotSame(birthday,null);	0	1	33.06
	4	/	OETLCSVExtractorTest	testDateTypeAutodetection	assertEquals(2008,birthday.getYear()+1900);	assertEquals(newDate(108,3,30),birthday);	0	1	33.06
	5	/	OETLCSVExtractorTest	testDateTypeAutodetection	assertEquals(2008,birthday.getYear()+1900);	assertEquals(birthday.getTime(),newDate(108,3,30).getTime());	0	1	33.06
	6	/	OETLCSVExtractorTest	testDateTypeAutodetection	assertEquals(2008,birthday.getYear()+1900);	assertNotEquals(birthday,newDate(109,3,30));	0	1	33.06
	7	/	OETLCSVExtractorTest	testDateTypeAutodetection	assertEquals(2008,birthday.getYear()+1900);	assertNotSame(newDate(109,3,30),birthday);	0	1	33.06
	8	/	OETLCSVExtractorTest	testDateTypeAutodetection	assertEquals(2008,birthday.getYear()+1900);	assertNull("STR");	0	1	33.06
	9	/	OETLCSVExtractorTest	testDateTypeAutodetection	assertEquals(2008,birthday.getYear()+1900);	assertArrayEquals(newObject[]{birthday},"STR");	0	1	33.06
18	0	orientechnologies/orientdb	OETLCSVExtractorTest	testFloatWithinQuotesAndCommaAsDecimalSeparator	assertFalse(res.isEmpty());	assertNotNull(cfgJson);	0	1	29.19
	1	/	OETLCSVExtractorTest	testFloatWithinQuotesAndCommaAsDecimalSeparator	assertFalse(res.isEmpty());	assertEquals(ODefaultRecordMapper.DEFAULT_CLASS_NAME,res.get(0).getClassName());	0	1	29.19
	2	/	OETLCSVExtractorTest	testFloatWithinQuotesAndCommaAsDecimalSeparator	assertFalse(res.isEmpty());	assertNotNull(configurator);	0	1	29.19
	3	/	OETLCSVExtractorTest	testFloatWithinQuotesAndCommaAsDecimalSeparator	assertFalse(res.isEmpty());	assertNotNull(proc);	0	1	29.19
	4	/	OETLCSVExtractorTest	testFloatWithinQuotesAndCommaAsDecimalSeparator	assertFalse(res.isEmpty());	assertNotEquals(0,res.size());	0	1	29.19
