TestID	OracleID	Project	ClassName	TestName	TrueOracle	GenOracle	MutationStrength
106	10	hazelcast_hazelcast-simulator	TestContainer_BasicTest	testGetTestInstance	assertEquals(test,testContainer.getTestInstance());	Objectinstance=testContainer.getTestInstance();	0
106	10	hazelcast_hazelcast-simulator	TestContainer_BasicTest	testGetTestInstance	assertEquals(test,testContainer.getTestInstance());	assertSame(test,testContainer.getTestInstance());	50
106	10	hazelcast_hazelcast-simulator	TestContainer_BasicTest	testGetTestInstance	assertEquals(test,testContainer.getTestInstance());	assertNotNull(testContainer.getTestInstance());	50
107	10	adlnet_jxapi	SubStatementTest	testGetVerb	assertNotNull(actual);	assertEquals(expected,actual);	44
107	10	adlnet_jxapi	SubStatementTest	testGetVerb	assertNotNull(actual);	assertEquals(expected,actual);	44
107	10	adlnet_jxapi	SubStatementTest	testGetVerb	assertNotNull(actual);	assertEquals(expected,actual);	44
107	10	adlnet_jxapi	SubStatementTest	testGetVerb	assertNotNull(actual);	assertSame(expected,actual);	44
107	10	adlnet_jxapi	SubStatementTest	testGetVerb	assertNotNull(actual);	assertEquals(expected,actual);	44
108	10	orientechnologies_orientdb	OCommandExecutorSQLSelectTest	testLimit	assertEquals(qResult.size(),3);	assertTrue(qResult.size()>0);	93
108	10	orientechnologies_orientdb	OCommandExecutorSQLSelectTest	testLimit	assertEquals(qResult.size(),3);	assertTrue(qResult.size()>0);	93
109	10	orientechnologies_orientdb	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	OClassclassB=schema.createClass("STR");	0
109	10	orientechnologies_orientdb	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	ClassclassB=schema.createClass("STR");	0
109	10	orientechnologies_orientdb	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	OClassclassB=schema.createClass("STR",OType.STRING);	0
109	10	orientechnologies_orientdb	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	classA.addProperty(property);	0
109	10	orientechnologies_orientdb	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	db.reload();	0
109	10	orientechnologies_orientdb	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	OClassclassB=schema.getOrCreateClass("STR");	0
109	10	orientechnologies_orientdb	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	ClassclassB=schema.createClass("STR",OType.STRING);	0
109	10	orientechnologies_orientdb	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	property.setValue("STR");	0
109	10	orientechnologies_orientdb	AlterPropertyTest	testPropertyRenamingReload	assertEquals(property,classA.getProperty("STR"));	ClassclassB=schema.getOrCreateClass("STR");	0
111	10	amlinv_stat-collection-utils	JolokiaConnectionTest	testGetSetLogger	assertNotNull(this.jolokiaConnection.getLog());	Loggerlogger=Mockito.mock(Logger.class);	0
111	10	amlinv_stat-collection-utils	JolokiaConnectionTest	testGetSetLogger	assertNotNull(this.jolokiaConnection.getLog());	Loggerlogger=this.mockJ4pReadResponse1.getLog();	0
112	10	rockagen_commons-lib	CommUtilTest	testBC	assertEquals("STR",CommUtil.toDBC("STR"));	Strings=CommUtil.toDBC("STR");	0
112	10	rockagen_commons-lib	CommUtilTest	testBC	assertEquals("STR",CommUtil.toDBC("STR"));	Stringresult=CommUtil.toDBC("STR");	0
113	10	sofastack_sofa-bolt	RpcConnectionManagerTest	testAdd	assertEquals(1,cm.count(poolKey));	assertEquals(0,cm.count("STR"));	53
113	10	sofastack_sofa-bolt	RpcConnectionManagerTest	testAdd	assertEquals(1,cm.count(poolKey));	assertEquals(0,cm.count("STR"));	53
114	10	open-korean-text_open-korean-text	OpenKoreanProcessorJavaTest	testTokensToJavaKoreanTokenList	assertEquals("STR"+"STR",OpenKoreanTextProcessorJava.tokensToJavaKoreanTokenList(tokens,true).toString());	List<KoreanTokenizer.KoreanToken>tokens2=OpenKoreanTextProcessorJava.tokenize(text);	0
116	10	trautonen_coveralls-maven-plugin	CoverallsProxyClientTest	testConstructorWithProxy	assertNotNull(newCoverallsProxyClient("STR",proxy));	CoverallsProxyClientclient=newCoverallsProxyClient("STR",proxy);	0
116	10	trautonen_coveralls-maven-plugin	CoverallsProxyClientTest	testConstructorWithProxy	assertNotNull(newCoverallsProxyClient("STR",proxy));	CoverallsClientclient=newCoverallsProxyClient("STR",proxy);	0
116	10	trautonen_coveralls-maven-plugin	CoverallsProxyClientTest	testConstructorWithProxy	assertNotNull(newCoverallsProxyClient("STR",proxy));	newCoverallsProxyClient("STR",proxy);	0
116	10	trautonen_coveralls-maven-plugin	CoverallsProxyClientTest	testConstructorWithProxy	assertNotNull(newCoverallsProxyClient("STR",proxy));	StringcoverallsUrl="STR";	0
116	10	trautonen_coveralls-maven-plugin	CoverallsProxyClientTest	testConstructorWithProxy	assertNotNull(newCoverallsProxyClient("STR",proxy));	CoverallsProxyClientclient=newCoverallsProxyClient(coverallsUrl,proxy);	0
116	10	trautonen_coveralls-maven-plugin	CoverallsProxyClientTest	testConstructorWithProxy	assertNotNull(newCoverallsProxyClient("STR",proxy));	Stringresponse=newCoverallsProxyClient("STR",proxy);	0
116	10	trautonen_coveralls-maven-plugin	CoverallsProxyClientTest	testConstructorWithProxy	assertNotNull(newCoverallsProxyClient("STR",proxy));	CoverallsProxyClientclient=newCoverallsProxyClient("STR"+proxy.getHost(),proxy);	0
116	10	trautonen_coveralls-maven-plugin	CoverallsProxyClientTest	testConstructorWithProxy	assertNotNull(newCoverallsProxyClient("STR",proxy));	CoverallsProxyClientclient=newCoverallsProxyClient("STR"+proxy.getPort(),proxy);	0
116	10	trautonen_coveralls-maven-plugin	CoverallsProxyClientTest	testConstructorWithProxy	assertNotNull(newCoverallsProxyClient("STR",proxy));	CoverallsProxyClientclient=newCoverallsProxyClient("STR"+proxy.toString(),proxy);	0
116	10	trautonen_coveralls-maven-plugin	CoverallsProxyClientTest	testConstructorWithProxy	assertNotNull(newCoverallsProxyClient("STR",proxy));	CoverallsProxyClientclient=newCoverallsProxyClient("STR"+"STR",proxy);	0
117	10	hazelcast_hazelcast-simulator	CloudProviderUtilsTest	testIsLocal_withLocal	assertTrue(CloudProviderUtils.isLocal(PROVIDER_LOCAL));	assertFalse(CloudProviderUtils.isLocal("STR"));	50
117	10	hazelcast_hazelcast-simulator	CloudProviderUtilsTest	testIsLocal_withLocal	assertTrue(CloudProviderUtils.isLocal(PROVIDER_LOCAL));	assertFalse(CloudProviderUtils.isLocal("STR"));	50
117	10	hazelcast_hazelcast-simulator	CloudProviderUtilsTest	testIsLocal_withLocal	assertTrue(CloudProviderUtils.isLocal(PROVIDER_LOCAL));	assertFalse(CloudProviderUtils.isLocal("STR"));	50
118	10	orientechnologies_orientdb	ODirtyManagerTest	testLinkCollectionRemove	assertEquals(1,manager.getNewRecords().size());	Set<ORecord>updatedRecords=manager.getNewRecords();	0
118	10	orientechnologies_orientdb	ODirtyManagerTest	testLinkCollectionRemove	assertEquals(1,manager.getNewRecords().size());	Set<ORecord>newRecords=manager.getNewRecords();	0
118	10	orientechnologies_orientdb	ODirtyManagerTest	testLinkCollectionRemove	assertEquals(1,manager.getNewRecords().size());	Set<ORecord>oldRecords=manager.getNewRecords();	0
118	10	orientechnologies_orientdb	ODirtyManagerTest	testLinkCollectionRemove	assertEquals(1,manager.getNewRecords().size());	Set<ORecord>updated=manager.getNewRecords();	0
118	10	orientechnologies_orientdb	ODirtyManagerTest	testLinkCollectionRemove	assertEquals(1,manager.getNewRecords().size());	Set<ORecord>updateRecords=manager.getNewRecords();	0
118	10	orientechnologies_orientdb	ODirtyManagerTest	testLinkCollectionRemove	assertEquals(1,manager.getNewRecords().size());	assertTrue(manager.getNewRecords().size()==1);	95
119	10	hazelcast_hazelcast-simulator	PropertyBindingSupport_bind0_NumericalTest	bind_shortWithUnderscore	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(PropertyBindingSupport.bind0(testObject,"STR","STR"));	50
119	10	hazelcast_hazelcast-simulator	PropertyBindingSupport_bind0_NumericalTest	bind_shortWithUnderscore	assertTrue(bind0(testObject,"STR","STR"));	assertFalse(PropertyBindingSupport.bind0(this,"STR","STR"));	50
119	10	hazelcast_hazelcast-simulator	PropertyBindingSupport_bind0_NumericalTest	bind_shortWithUnderscore	assertTrue(bind0(testObject,"STR","STR"));	assertTrue(PropertyBindingSupport.bind0(testObject,"STR","STR")==false);	50
119	10	hazelcast_hazelcast-simulator	PropertyBindingSupport_bind0_NumericalTest	bind_shortWithUnderscore	assertTrue(bind0(testObject,"STR","STR"));	Objectobject=newTestObject();	0
121	10	fabric8io_fabric8-maven-plugin	ProfileUtilTest	fromClasspath	assertEquals(1,profiles.size());	assertNotNull(profiles);	43
121	10	fabric8io_fabric8-maven-plugin	ProfileUtilTest	fromClasspath	assertEquals(1,profiles.size());	assertTrue(profiles.size()>0);	86
122	10	hazelcast_hazelcast-simulator	WorkerProcessManagerTest	testUpdateLastSeenTimestamp_whenSimulatorAddressFromWorker_thenUpdate	assertNotEquals(firstLastSeen,workerProcess1.getLastSeen());	workerProcessManager.updateLastSeenTimestamp(workerAddress2);	0
122	10	hazelcast_hazelcast-simulator	WorkerProcessManagerTest	testUpdateLastSeenTimestamp_whenSimulatorAddressFromWorker_thenUpdate	assertNotEquals(firstLastSeen,workerProcess1.getLastSeen());	workerProcessManager.updateLastSeenTimestamp(workerAddress1);	0
122	10	hazelcast_hazelcast-simulator	WorkerProcessManagerTest	testUpdateLastSeenTimestamp_whenSimulatorAddressFromWorker_thenUpdate	assertNotEquals(firstLastSeen,workerProcess1.getLastSeen());	longthirdLastSeen=workerProcess1.getLastSeen();	0
123	10	adlnet_jxapi	ResultTest	testGetDuration	assertNotNull(actual);	assertEquals(expected,actual);	100
123	10	adlnet_jxapi	ResultTest	testGetDuration	assertNotNull(actual);	assertEquals(expected,actual);	100
123	10	adlnet_jxapi	ResultTest	testGetDuration	assertNotNull(actual);	assertTrue(expected.equals(actual));	100
123	10	adlnet_jxapi	ResultTest	testGetDuration	assertNotNull(actual);	assertEquals(expected,actual);	100
123	10	adlnet_jxapi	ResultTest	testGetDuration	assertNotNull(actual);	assertTrue(actual.matches(expected));	100
123	10	adlnet_jxapi	ResultTest	testGetDuration	assertNotNull(actual);	assertTrue(actual.equals(expected));	100
123	10	adlnet_jxapi	ResultTest	testGetDuration	assertNotNull(actual);	assertTrue(actual.contains(expected));	100
124	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testManager	assertEquals("STR",getManager("STR").field("STR"));	db.command(newOCommandSQL("STR")).execute();	0
124	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testManager	assertEquals("STR",getManager("STR").field("STR"));	ORecordrecord=newORecord();	0
124	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testManager	assertEquals("STR",getManager("STR").field("STR"));	db.command(newOCommandSQL("STR","STR")).execute();	0
124	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testManager	assertEquals("STR",getManager("STR").field("STR"));	ORecordo=newORecord();	0
124	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testManager	assertEquals("STR",getManager("STR").field("STR"));	ORecordobj=newORecord();	0
124	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testManager	assertEquals("STR",getManager("STR").field("STR"));	ODatabaseRecorddb=getDatabase();	0
124	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testManager	assertEquals("STR",getManager("STR").field("STR"));	ODatabaseRecorddatabase=getDatabase();	0
124	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testManager	assertEquals("STR",getManager("STR").field("STR"));	db.command(newOCommandSQL("STR")).execute(1);	0
124	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testManager	assertEquals("STR",getManager("STR").field("STR"));	db.command(newOCommandSQL("STR")).executeQuery("STR");	0
124	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testManager	assertEquals("STR",getManager("STR").field("STR"));	db.command(newOCommandSQL("STR")).execute(null);	0
125	10	xmlet_XsdParser	IssuesTest	testIssue27Attributes	assertEquals(1,schemas.size());	assertNotNull(schemas);	40
126	10	arnohaase_a-foundation	StringHelperTest	testBytesToHexString	assertEquals(null,StringHelper.bytesToHexString(null));	assertNull(StringHelper.bytesToHexString(null));	100
126	10	arnohaase_a-foundation	StringHelperTest	testBytesToHexString	assertEquals(null,StringHelper.bytesToHexString(null));	assertNull(StringHelper.bytesToHexString(null));	100
126	10	arnohaase_a-foundation	StringHelperTest	testBytesToHexString	assertEquals(null,StringHelper.bytesToHexString(null));	byte[]bytes=null;	0
127	10	sofastack_sofa-bolt	GlobalSwitchTest	testSystemSettings_takesEffect_before_defaultvalue	assertTrue(client1.isConnectionMonitorSwitchOn());	System.clearProperty(RpcConfigs.CONNECTION_NUM_KEY);	0
128	10	hazelcast_hazelcast-simulator	SimulatorPropertiesTest	testGet_withDefaultValue_defaultIsUsed	assertEquals("STR",simulatorProperties.get("STR","STR"));	Stringvalue=simulatorProperties.get("STR","STR");	0
128	10	hazelcast_hazelcast-simulator	SimulatorPropertiesTest	testGet_withDefaultValue_defaultIsUsed	assertEquals("STR",simulatorProperties.get("STR","STR"));	Stringresult=simulatorProperties.get("STR","STR");	0
128	10	hazelcast_hazelcast-simulator	SimulatorPropertiesTest	testGet_withDefaultValue_defaultIsUsed	assertEquals("STR",simulatorProperties.get("STR","STR"));	Stringvalue=this.simulatorProperties.get("STR","STR");	0
128	10	hazelcast_hazelcast-simulator	SimulatorPropertiesTest	testGet_withDefaultValue_defaultIsUsed	assertEquals("STR",simulatorProperties.get("STR","STR"));	assertEquals("STR",this.simulatorProperties.get("STR","STR"));	28
128	10	hazelcast_hazelcast-simulator	SimulatorPropertiesTest	testGet_withDefaultValue_defaultIsUsed	assertEquals("STR",simulatorProperties.get("STR","STR"));	Stringvalue=SimulatorProperties.get("STR","STR");	0
129	10	hazelcast_hazelcast-simulator	PropertyBindingSupport_bind0_NumericalTest	bind_Float	assertTrue(bind0(testObject,"STR","STR"));	booleanresult=PropertyBindingSupport.bind0(testObject,"STR",3.14f);	0
130	10	NanoHttpd_nanohttpd	CookieIntegrationTest	testCookieSentBackToClient	assertEquals(1,cookies.getCookies().size());	cookies.add(newCookie("STR","STR",30));	0
130	10	NanoHttpd_nanohttpd	CookieIntegrationTest	testCookieSentBackToClient	assertEquals(1,cookies.getCookies().size());	Cookiecookie=cookies.get("STR");	0
130	10	NanoHttpd_nanohttpd	CookieIntegrationTest	testCookieSentBackToClient	assertEquals(1,cookies.getCookies().size());	assertNotNull(cookies);	0
131	10	jcodec_jcodec	H264UtilsTest	testAvcCToAnnexB	assertArrayEquals(newbyte[]{0,0,0,1,0x67,'s','t','a','n',0,0,0,1,0x67,'t','h','e',0,0,0,1,0x68,'m','a','n',0,0,0,1,0x68,'c','o','o','l'},res);	assertNotNull(res);	100
131	10	jcodec_jcodec	H264UtilsTest	testAvcCToAnnexB	assertArrayEquals(newbyte[]{0,0,0,1,0x67,'s','t','a','n',0,0,0,1,0x67,'t','h','e',0,0,0,1,0x68,'m','a','n',0,0,0,1,0x68,'c','o','o','l'},res);	assertArrayEquals('h','e'});	100
134	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterAllowsNonSentryLoggers	assertEquals(FilterReply.NEUTRAL,filter.decide(evt));	filter.decide(evt);	0
134	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterAllowsNonSentryLoggers	assertEquals(FilterReply.NEUTRAL,filter.decide(evt));	FilterReplyreply=filter.decide(evt);	0
134	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterAllowsNonSentryLoggers	assertEquals(FilterReply.NEUTRAL,filter.decide(evt));	finalFilterReplyreply=filter.decide(evt);	0
134	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterAllowsNonSentryLoggers	assertEquals(FilterReply.NEUTRAL,filter.decide(evt));	FilterReplyresult=filter.decide(evt);	0
135	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testBothAnchorAndQueryFilter	assertEquals(expectedResult,normalizedUrl);	assertTrue(normalizedUrl.contains(expectedResult));	70
135	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testBothAnchorAndQueryFilter	assertEquals(expectedResult,normalizedUrl);	assertTrue(normalizedUrl.contains(expectedResult));	70
137	10	adlnet_jxapi	StatementTest	testGetAuthority	assertNotNull(actual);	assertEquals(agent,actual);	43
137	10	adlnet_jxapi	StatementTest	testGetAuthority	assertNotNull(actual);	assertEquals(agent,actual);	43
138	10	amlinv_stat-collection-utils	ObjectQueryPreparerTest	testPrepareObjectNoSetters	assertNull(result);	assertEquals(null,result);	38
139	10	fabric8io_fabric8-maven-plugin	InitContainerHandlerTest	append	assertFalse(handler.hasInitContainer(builder,"STR"));	booleanhasInitContainer=handler.hasInitContainer(builder,"STR");	0
139	10	fabric8io_fabric8-maven-plugin	InitContainerHandlerTest	append	assertFalse(handler.hasInitContainer(builder,"STR"));	builder.withNewMetadata().withName("STR").endMetadata();	0
140	10	orientechnologies_orientdb	OCommandExecutorSQLSelectTest	testOrderByEmbeddedParams2	assertEquals(qResult.size(),2);	assertTrue(qResult.size()>0);	93
142	10	myabc_markdownj	EmailAddresses	testDecoder	assertEquals(billg,HTMLDecoder.decode(encoded));	Stringdecoded=m.decode(encoded);	0
142	10	myabc_markdownj	EmailAddresses	testDecoder	assertEquals(billg,HTMLDecoder.decode(encoded));	Stringtext=m.decode(encoded);	0
142	10	myabc_markdownj	EmailAddresses	testDecoder	assertEquals(billg,HTMLDecoder.decode(encoded));	Stringunencoded=m.decode(encoded);	0
142	10	myabc_markdownj	EmailAddresses	testDecoder	assertEquals(billg,HTMLDecoder.decode(encoded));	Stringt=m.decode(encoded);	0
142	10	myabc_markdownj	EmailAddresses	testDecoder	assertEquals(billg,HTMLDecoder.decode(encoded));	Stringh="STR";	0
142	10	myabc_markdownj	EmailAddresses	testDecoder	assertEquals(billg,HTMLDecoder.decode(encoded));	Stringexpected="STR";	0
143	10	hazelcast_hazelcast-simulator	SimulatorAddressTest	testToString_whenAgent	assertEquals("STR",agentAddress(5).toString());	SimulatorAddressaddress=newSimulatorAddress(1,2);	0
143	10	hazelcast_hazelcast-simulator	SimulatorAddressTest	testToString_whenAgent	assertEquals("STR",agentAddress(5).toString());	SimulatorAddressaddress=newSimulatorAddress(0,1);	0
143	10	hazelcast_hazelcast-simulator	SimulatorAddressTest	testToString_whenAgent	assertEquals("STR",agentAddress(5).toString());	SimulatorAddressaddress=newSimulatorAddress(1,0);	0
143	10	hazelcast_hazelcast-simulator	SimulatorAddressTest	testToString_whenAgent	assertEquals("STR",agentAddress(5).toString());	finalSimulatorAddressaddress=newSimulatorAddress(1,2);	0
143	10	hazelcast_hazelcast-simulator	SimulatorAddressTest	testToString_whenAgent	assertEquals("STR",agentAddress(5).toString());	finalSimulatorAddressaddress=newSimulatorAddress(0,1);	0
143	10	hazelcast_hazelcast-simulator	SimulatorAddressTest	testToString_whenAgent	assertEquals("STR",agentAddress(5).toString());	finalSimulatorAddressaddress=newSimulatorAddress(1,0);	0
143	10	hazelcast_hazelcast-simulator	SimulatorAddressTest	testToString_whenAgent	assertEquals("STR",agentAddress(5).toString());	SimulatorAddressaddress=newSimulatorAddress();	0
144	10	gvlasov_collections-utils	ZippedMapTest	constructsFromEquallySizedLists	assertTrue(map.containsKey("STR"));	assertFalse(map.containsKey("STR"));	50
144	10	gvlasov_collections-utils	ZippedMapTest	constructsFromEquallySizedLists	assertTrue(map.containsKey("STR"));	assertFalse(map.containsKey("STR"));	50
145	10	fabric8io_fabric8-maven-plugin	ImageStreamServiceTest	should_return_newer_tag	assertEquals(latestTag,resultedTag);	assertNotNull(resultedTag);	100
146	10	PeterisP_morphology	MorphologyTest	inflexible_genitive_generation	assertEquals(1,formas.size());	assertTrue(formas.size()>0);	32
146	10	PeterisP_morphology	MorphologyTest	inflexible_genitive_generation	assertEquals(1,formas.size());	assertEquals(2,formas.size());	100
146	10	PeterisP_morphology	MorphologyTest	inflexible_genitive_generation	assertEquals(1,formas.size());	assertTrue(formas.size()>1);	100
146	10	PeterisP_morphology	MorphologyTest	inflexible_genitive_generation	assertEquals(1,formas.size());	assertTrue(formas.size()==2);	100
146	10	PeterisP_morphology	MorphologyTest	inflexible_genitive_generation	assertEquals(1,formas.size());	assertTrue(formas.size()==1);	32
146	10	PeterisP_morphology	MorphologyTest	inflexible_genitive_generation	assertEquals(1,formas.size());	assertTrue(formas.size()>0);	32
147	10	orientechnologies_orientdb	OETLCSVExtractorTest	testNegativeFloat	assertFalse(res.isEmpty());	assertEquals(1,res.size());	41
147	10	orientechnologies_orientdb	OETLCSVExtractorTest	testNegativeFloat	assertFalse(res.isEmpty());	OrientElementelement=res.get(0);	0
147	10	orientechnologies_orientdb	OETLCSVExtractorTest	testNegativeFloat	assertFalse(res.isEmpty());	assertTrue(res.size()>0);	41
148	10	orientechnologies_orientdb	TestNullFieldQuery	testQueryNullValue	assertTrue(res.isEmpty());	assertEquals(0,res.size());	84
148	10	orientechnologies_orientdb	TestNullFieldQuery	testQueryNullValue	assertTrue(res.isEmpty());	assertTrue(res.size()==0);	84
149	10	cucumber-ltd_cucumber-pro-plugin-jvm	ConfigTest	set_value_is_not_null	assertFalse(config.isNull("STR"));	assertTrue(config.isNull("STR"));	80
149	10	cucumber-ltd_cucumber-pro-plugin-jvm	ConfigTest	set_value_is_not_null	assertFalse(config.isNull("STR"));	assertTrue(config.isNull("STR"));	80
149	10	cucumber-ltd_cucumber-pro-plugin-jvm	ConfigTest	set_value_is_not_null	assertFalse(config.isNull("STR"));	assertEquals(true,config.isNull("STR"));	80
150	10	basis-technology-corp_tcl-regex-java	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	cm.okcolors(nfa);	0
151	10	orientechnologies_orientdb	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	assertEquals(20432343,OVarIntSerializer.readAsLong(bytes));	99
151	10	orientechnologies_orientdb	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	assertEquals(20432343L,OVarIntSerializer.readAsLong(bytes));	99
151	10	orientechnologies_orientdb	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	assertEquals(20432343,OVarIntSerializer.readAsLong(bytes));	99
151	10	orientechnologies_orientdb	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	assertEquals(20432343L,OVarIntSerializer.readAsLong(bytes));	99
151	10	orientechnologies_orientdb	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	longvalue=OVarIntSerializer.readAsLong(bytes);	0
151	10	orientechnologies_orientdb	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	longresult=OVarIntSerializer.readAsLong(bytes);	0
151	10	orientechnologies_orientdb	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	longval=OVarIntSerializer.readAsLong(bytes);	0
152	10	PeterisP_morphology	MorphologyTest	līstiiet	assertTrue(w.isRecognized());	assertFalse(w.isRecognized());	100
152	10	PeterisP_morphology	MorphologyTest	līstiiet	assertTrue(w.isRecognized());	assertFalse(w.isRecognized());	100
152	10	PeterisP_morphology	MorphologyTest	līstiiet	assertTrue(w.isRecognized());	assertFalse(w.isRecognized());	100
154	10	OpenLiberty_ci.common	DevUtilTest	testNotGeneratedConfigFiles	assertFalse(util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));	assertFalse(util.isGeneratedConfigFile(sourceFile,srcDir,targetDir));	69
154	10	OpenLiberty_ci.common	DevUtilTest	testNotGeneratedConfigFiles	assertFalse(util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));	assertFalse(util.isGeneratedConfigFile(sourceFile,srcDir,targetDir));	69
154	10	OpenLiberty_ci.common	DevUtilTest	testNotGeneratedConfigFiles	assertFalse(util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));	assertFalse(util.isGeneratedConfigFile(sourceFile,srcDir,targetDir));	69
154	10	OpenLiberty_ci.common	DevUtilTest	testNotGeneratedConfigFiles	assertFalse(util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));	booleangeneratedConfigFile=util.isGeneratedConfigFile(sourceFile,srcDir,targetDir);	0
154	10	OpenLiberty_ci.common	DevUtilTest	testNotGeneratedConfigFiles	assertFalse(util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));	booleanisGeneratedConfigFile=util.isGeneratedConfigFile(sourceFile,srcDir,targetDir);	0
154	10	OpenLiberty_ci.common	DevUtilTest	testNotGeneratedConfigFiles	assertFalse(util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));	booleangenerated=util.isGeneratedConfigFile(sourceFile,srcDir,targetDir);	0
156	10	TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	FizzBuzzTDDTest	test10ReturnsBuzz	assertEquals("STR",result);	System.out.println("STR"+result);	0
158	10	orientechnologies_orientdb	OServerDatabaseOperationsTest	testCreateOpenDatabase	assertTrue(server.existsDatabase("STR"));	assertFalse(server.existsDatabase("STR"));	84
158	10	orientechnologies_orientdb	OServerDatabaseOperationsTest	testCreateOpenDatabase	assertTrue(server.existsDatabase("STR"));	assertFalse(server.existsDatabase("STR"));	84
158	10	orientechnologies_orientdb	OServerDatabaseOperationsTest	testCreateOpenDatabase	assertTrue(server.existsDatabase("STR"));	assertFalse(server.existsDatabase("STR"));	84
159	10	myabc_markdownj	EdgeCases	testNull	assertEquals("STR",m.markdown(null));	Stringh=m.markdown(null);	0
161	10	jcodec_jcodec	InterModeInfoTest	testReadIntraMode	assertEquals(2,newInterModeInfo().readInterIntraMode(miCol,miRow,blSz,decoder,c));	InterModeInfoinfo=decoder.readInterIntraMode(miCol,miRow,blSz,decoder,c);	0
161	10	jcodec_jcodec	InterModeInfoTest	testReadIntraMode	assertEquals(2,newInterModeInfo().readInterIntraMode(miCol,miRow,blSz,decoder,c));	InterModeInfoinfo=newInterModeInfo(decoder,miCol,miRow,blSz,decoder,c);	0
161	10	jcodec_jcodec	InterModeInfoTest	testReadIntraMode	assertEquals(2,newInterModeInfo().readInterIntraMode(miCol,miRow,blSz,decoder,c));	inti=decoder.readInterIntraMode(miCol,miRow,blSz,decoder,c);	0
161	10	jcodec_jcodec	InterModeInfoTest	testReadIntraMode	assertEquals(2,newInterModeInfo().readInterIntraMode(miCol,miRow,blSz,decoder,c));	InterModeInfoinfo=newInterModeInfo(miCol,miRow,blSz,decoder,c);	0
161	10	jcodec_jcodec	InterModeInfoTest	testReadIntraMode	assertEquals(2,newInterModeInfo().readInterIntraMode(miCol,miRow,blSz,decoder,c));	decoder.readInterIntraMode(miCol,miRow,blSz,decoder,c);	0
161	10	jcodec_jcodec	InterModeInfoTest	testReadIntraMode	assertEquals(2,newInterModeInfo().readInterIntraMode(miCol,miRow,blSz,decoder,c));	InterModeInfoinfo=newInterModeInfo();	0
161	10	jcodec_jcodec	InterModeInfoTest	testReadIntraMode	assertEquals(2,newInterModeInfo().readInterIntraMode(miCol,miRow,blSz,decoder,c));	InterModeInfomode=newInterModeInfo(decoder,miCol,miRow,blSz,decoder,c);	0
161	10	jcodec_jcodec	InterModeInfoTest	testReadIntraMode	assertEquals(2,newInterModeInfo().readInterIntraMode(miCol,miRow,blSz,decoder,c));	InterModeInfoinfo=newInterModeInfo(decoder,miCol,miRow,blSz,c);	0
