TestID	OracleID	Project	ClassName	TestName	TrueOracle	GenOracle	Correct
89	10	jcodec_jcodec	ToJSONTest	testCycle	assertEquals("STR"+"STR"+"STR"+"STR"+"STR"+"STR"+"STR",ToJSON.toJSON(cl1));	assertEquals("STR"+"STR"+"STR"+"STR"+"STR"+"STR"+"STR",ToJSON.toJSON(cl1));	1
89	10	jcodec_jcodec	ToJSONTest	testCycle	assertEquals("STR"+"STR"+"STR"+"STR"+"STR"+"STR"+"STR",ToJSON.toJSON(cl1));	assertEquals("STR"+"STR"+"STR"+"STR"+"STR"+"STR"+"STR"+"STR",ToJSON.toJSON(cl1));	0
89	10	jcodec_jcodec	ToJSONTest	testCycle	assertEquals("STR"+"STR"+"STR"+"STR"+"STR"+"STR"+"STR",ToJSON.toJSON(cl1));	assertEquals("STR"+"STR"+"STR"+"STR"+"STR"+"STR"+"STR"+"STR"+"STR",ToJSON.toJSON(cl1));	0
90	10	redraiment_jactiverecord	SeqTest	testConstantMap	assertArrayEquals("STR","STR"});	String[]actuals2=Seq.map(Arrays.asList("STR","STR","STR"),"STR").toArray(newString[0]);(S,t,r,i,n,g,[,],a,c,t,u,a,l,s,2,=,S,e,q,.,m,a,p,(,A,r,r,a,y,s,.,a,s,L,i,s,t,(,",S,T,R,",,,",S,T,R,",,,",S,T,R,",),,,",S,T,R,",),.,t,o,A,r,r,a,y,(,n,e,w,S,t,r,i,n,g,[,0,],),;);	0
90	10	redraiment_jactiverecord	SeqTest	testConstantMap	assertArrayEquals("STR","STR"});	String[]actuals2=Seq.map(Arrays.asList("STR","STR"),"STR").toArray(newString[0]);(S,t,r,i,n,g,[,],a,c,t,u,a,l,s,2,=,S,e,q,.,m,a,p,(,A,r,r,a,y,s,.,a,s,L,i,s,t,(,",S,T,R,",,,",S,T,R,",),,,",S,T,R,",),.,t,o,A,r,r,a,y,(,n,e,w,S,t,r,i,n,g,[,0,],),;);	0
90	10	redraiment_jactiverecord	SeqTest	testConstantMap	assertArrayEquals("STR","STR"});	assertArrayEquals("STR"},actuals);	0
90	10	redraiment_jactiverecord	SeqTest	testConstantMap	assertArrayEquals("STR","STR"});	assertArrayEquals("STR","STR"});	1
90	10	redraiment_jactiverecord	SeqTest	testConstantMap	assertArrayEquals("STR","STR"});	String[]actuals2=Seq.map(Arrays.asList("STR","STR","STR"),"STR").toArray(newString[1]);(S,t,r,i,n,g,[,],a,c,t,u,a,l,s,2,=,S,e,q,.,m,a,p,(,A,r,r,a,y,s,.,a,s,L,i,s,t,(,",S,T,R,",,,",S,T,R,",,,",S,T,R,",),,,",S,T,R,",),.,t,o,A,r,r,a,y,(,n,e,w,S,t,r,i,n,g,[,1,],),;);	0
90	10	redraiment_jactiverecord	SeqTest	testConstantMap	assertArrayEquals("STR","STR"});	assertArrayEquals("STR","STR"});	1
90	10	redraiment_jactiverecord	SeqTest	testConstantMap	assertArrayEquals("STR","STR"});	assertArrayEquals("STR"},actuals);	0
90	10	redraiment_jactiverecord	SeqTest	testConstantMap	assertArrayEquals("STR","STR"});	String[]actuals2=Seq.map(Arrays.asList("STR"),"STR").toArray(newString[0]);(S,t,r,i,n,g,[,],a,c,t,u,a,l,s,2,=,S,e,q,.,m,a,p,(,A,r,r,a,y,s,.,a,s,L,i,s,t,(,",S,T,R,",),,,",S,T,R,",),.,t,o,A,r,r,a,y,(,n,e,w,S,t,r,i,n,g,[,0,],),;);	0
90	10	redraiment_jactiverecord	SeqTest	testConstantMap	assertArrayEquals("STR","STR"});	String[]actuals2=Seq.map(Arrays.asList("STR","STR","STR"),"STR").toArray(newString[2]);(S,t,r,i,n,g,[,],a,c,t,u,a,l,s,2,=,S,e,q,.,m,a,p,(,A,r,r,a,y,s,.,a,s,L,i,s,t,(,",S,T,R,",,,",S,T,R,",,,",S,T,R,",),,,",S,T,R,",),.,t,o,A,r,r,a,y,(,n,e,w,S,t,r,i,n,g,[,2,],),;);	0
90	10	redraiment_jactiverecord	SeqTest	testConstantMap	assertArrayEquals("STR","STR"});	String[]actuals2=Seq.map(Arrays.asList("STR","STR"),"STR").toArray(newString[1]);(S,t,r,i,n,g,[,],a,c,t,u,a,l,s,2,=,S,e,q,.,m,a,p,(,A,r,r,a,y,s,.,a,s,L,i,s,t,(,",S,T,R,",,,",S,T,R,",),,,",S,T,R,",),.,t,o,A,r,r,a,y,(,n,e,w,S,t,r,i,n,g,[,1,],),;);	0
91	10	basis-technology-corp_tcl-regex-java	RegressionTest	cannotFindSimpleDate	assertTrue(matcher.lookingAt());	assertFalse(matcher.lookingAt());	0
91	10	basis-technology-corp_tcl-regex-java	RegressionTest	cannotFindSimpleDate	assertTrue(matcher.lookingAt());	assertThat(matcher.lookingAt(),is(false));	0
91	10	basis-technology-corp_tcl-regex-java	RegressionTest	cannotFindSimpleDate	assertTrue(matcher.lookingAt());	assertThat("STR",matcher.lookingAt(),is(false));	0
91	10	basis-technology-corp_tcl-regex-java	RegressionTest	cannotFindSimpleDate	assertTrue(matcher.lookingAt());	assertThat(matcher.lookingAt(),is(true));	0
91	10	basis-technology-corp_tcl-regex-java	RegressionTest	cannotFindSimpleDate	assertTrue(matcher.lookingAt());	assertTrue(matcher.lookingAt());	1
91	10	basis-technology-corp_tcl-regex-java	RegressionTest	cannotFindSimpleDate	assertTrue(matcher.lookingAt());	assertFalse(matcher.lookingAt());	0
91	10	basis-technology-corp_tcl-regex-java	RegressionTest	cannotFindSimpleDate	assertTrue(matcher.lookingAt());	matcher.lookingAt();(m,a,t,c,h,e,r,.,l,o,o,k,i,n,g,A,t,(,),;);	0
91	10	basis-technology-corp_tcl-regex-java	RegressionTest	cannotFindSimpleDate	assertTrue(matcher.lookingAt());	assertThat("STR",matcher.lookingAt(),is(true));	0
91	10	basis-technology-corp_tcl-regex-java	RegressionTest	cannotFindSimpleDate	assertTrue(matcher.lookingAt());	assertThat("STR",matcher.lookingAt(),equalTo(false));	0
91	10	basis-technology-corp_tcl-regex-java	RegressionTest	cannotFindSimpleDate	assertTrue(matcher.lookingAt());	assertThat(matcher.lookingAt(),equalTo(false));	0
92	10	PeterisP_morphology	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertTrue(austrumlatvija.isRecognized());	1
92	10	PeterisP_morphology	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertFalse(austrumlatvija.isRecognized());	0
92	10	PeterisP_morphology	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertThat(austrumlatvija.isRecognized(),is(true));	0
92	10	PeterisP_morphology	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertThat(austrumlatvija.isRecognized(),equalTo(true));	0
92	10	PeterisP_morphology	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertTrue(austrumlatvija.isRecognized());	1
92	10	PeterisP_morphology	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertThat(austrumlatvija.isRecognized(),equalTo(false));	0
92	10	PeterisP_morphology	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertFalse(austrumlatvija.isRecognized());	0
92	10	PeterisP_morphology	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertThat(austrumlatvija.isRecognized(),is(false));	0
92	10	PeterisP_morphology	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertTrue(austrumlatvija.isRecognized());	1
92	10	PeterisP_morphology	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertTrue(Assertions.austrumlatvija.isRecognized());	0
93	10	trautonen_coveralls-maven-plugin	ValidationExceptionTest	testExceptionWithMessage	assertEquals(MESSAGE,exception.getMessage());	assertEquals(MESSAGE,exception.getMessage());	1
93	10	trautonen_coveralls-maven-plugin	ValidationExceptionTest	testExceptionWithMessage	assertEquals(MESSAGE,exception.getMessage());	assertEquals(MESSAGE,exception.getMessage());	1
93	10	trautonen_coveralls-maven-plugin	ValidationExceptionTest	testExceptionWithMessage	assertEquals(MESSAGE,exception.getMessage());	assertNotNull(exception);	0
93	10	trautonen_coveralls-maven-plugin	ValidationExceptionTest	testExceptionWithMessage	assertEquals(MESSAGE,exception.getMessage());	assertEquals(MESSAGE,exception.getMessage());	1
93	10	trautonen_coveralls-maven-plugin	ValidationExceptionTest	testExceptionWithMessage	assertEquals(MESSAGE,exception.getMessage());	assertEquals(MESSAGE,exception.getMessage());	1
93	10	trautonen_coveralls-maven-plugin	ValidationExceptionTest	testExceptionWithMessage	assertEquals(MESSAGE,exception.getMessage());	assertThat(exception.getMessage(),is(MESSAGE));	0
93	10	trautonen_coveralls-maven-plugin	ValidationExceptionTest	testExceptionWithMessage	assertEquals(MESSAGE,exception.getMessage());	assertThat(exception).isNotNull();	0
93	10	trautonen_coveralls-maven-plugin	ValidationExceptionTest	testExceptionWithMessage	assertEquals(MESSAGE,exception.getMessage());	assertThat(exception.getMessage()).isEqualTo(MESSAGE);	0
93	10	trautonen_coveralls-maven-plugin	ValidationExceptionTest	testExceptionWithMessage	assertEquals(MESSAGE,exception.getMessage());	assertTrue(exceptioninstanceofValidationException);	0
93	10	trautonen_coveralls-maven-plugin	ValidationExceptionTest	testExceptionWithMessage	assertEquals(MESSAGE,exception.getMessage());	assertTrue(exceptioninstanceofValidationException);	0
94	10	trung_InMemoryJavaCompiler	InMemoryJavaCompilerTest	compile_WhenTypical	assertNotNull(helloClass);	assertNotNull(helloClass);	1
94	10	trung_InMemoryJavaCompiler	InMemoryJavaCompilerTest	compile_WhenTypical	assertNotNull(helloClass);	assertThat(helloClass).isNotNull();	0
94	10	trung_InMemoryJavaCompiler	InMemoryJavaCompilerTest	compile_WhenTypical	assertNotNull(helloClass);	assertThat(helloClass,notNullValue());	0
94	10	trung_InMemoryJavaCompiler	InMemoryJavaCompilerTest	compile_WhenTypical	assertNotNull(helloClass);	assertEquals("STR",helloClass.getName());	0
94	10	trung_InMemoryJavaCompiler	InMemoryJavaCompilerTest	compile_WhenTypical	assertNotNull(helloClass);	assertEquals("STR",helloClass.getSimpleName());	0
94	10	trung_InMemoryJavaCompiler	InMemoryJavaCompilerTest	compile_WhenTypical	assertNotNull(helloClass);	assertThat(helloClass).isEqualTo(Object.class);	0
94	10	trung_InMemoryJavaCompiler	InMemoryJavaCompilerTest	compile_WhenTypical	assertNotNull(helloClass);	assertNotNull(helloClass);	1
94	10	trung_InMemoryJavaCompiler	InMemoryJavaCompilerTest	compile_WhenTypical	assertNotNull(helloClass);	assertEquals("STR",helloClass);	0
94	10	trung_InMemoryJavaCompiler	InMemoryJavaCompilerTest	compile_WhenTypical	assertNotNull(helloClass);	assertTrue(helloClass!=null);	0
94	10	trung_InMemoryJavaCompiler	InMemoryJavaCompilerTest	compile_WhenTypical	assertNotNull(helloClass);	assertThat(helloClass).isEqualTo(MyTestClass.class);	0
95	10	rockagen_commons-lib	CommUtilTest	testEscape	assertEquals("STR",CommUtil.escapeJava("STR"));	assertEquals("STR",CommUtil.escapeJava("STR"));	1
95	10	rockagen_commons-lib	CommUtilTest	testEscape	assertEquals("STR",CommUtil.escapeJava("STR"));	assertEquals("STR",CommUtil.escapeJava("STR"));	1
95	10	rockagen_commons-lib	CommUtilTest	testEscape	assertEquals("STR",CommUtil.escapeJava("STR"));	assertThat(CommUtil.escapeJava("STR"),is("STR"));	0
95	10	rockagen_commons-lib	CommUtilTest	testEscape	assertEquals("STR",CommUtil.escapeJava("STR"));	assertEquals("STR",CommUtil.escapeJava(null));	0
95	10	rockagen_commons-lib	CommUtilTest	testEscape	assertEquals("STR",CommUtil.escapeJava("STR"));	assertEquals("STR",CommUtil.escapeJava(null));	0
95	10	rockagen_commons-lib	CommUtilTest	testEscape	assertEquals("STR",CommUtil.escapeJava("STR"));	assertEquals("STR",StringEscapeUtils.escapeJava("STR"));	0
95	10	rockagen_commons-lib	CommUtilTest	testEscape	assertEquals("STR",CommUtil.escapeJava("STR"));	assertEquals("STR",StringEscapeUtils.escapeJava("STR"));	0
95	10	rockagen_commons-lib	CommUtilTest	testEscape	assertEquals("STR",CommUtil.escapeJava("STR"));	assertThat(CommUtil.escapeJava(null),is("STR"));	0
95	10	rockagen_commons-lib	CommUtilTest	testEscape	assertEquals("STR",CommUtil.escapeJava("STR"));	assertThat(CommUtil.escapeJava("STR"),equalTo("STR"));	0
95	10	rockagen_commons-lib	CommUtilTest	testEscape	assertEquals("STR",CommUtil.escapeJava("STR"));	assertNotNull(CommUtil.escapeJava("STR"));	0
96	10	orientechnologies_orientdb	OCommandExecutorSQLCreateEdgeTest	testParametersBinding	assertEquals(list.size(),1);	assertThat(list.size(),is(2));	0
96	10	orientechnologies_orientdb	OCommandExecutorSQLCreateEdgeTest	testParametersBinding	assertEquals(list.size(),1);	assertThat(list,hasItem(owner1));	0
96	10	orientechnologies_orientdb	OCommandExecutorSQLCreateEdgeTest	testParametersBinding	assertEquals(list.size(),1);	assertThat(list.size(),is(1));	0
96	10	orientechnologies_orientdb	OCommandExecutorSQLCreateEdgeTest	testParametersBinding	assertEquals(list.size(),1);	assertEquals(2,list.size());	0
96	10	orientechnologies_orientdb	OCommandExecutorSQLCreateEdgeTest	testParametersBinding	assertEquals(list.size(),1);	assertEquals(list.size(),1);	1
96	10	orientechnologies_orientdb	OCommandExecutorSQLCreateEdgeTest	testParametersBinding	assertEquals(list.size(),1);	assertEquals(2,list.size());	0
96	10	orientechnologies_orientdb	OCommandExecutorSQLCreateEdgeTest	testParametersBinding	assertEquals(list.size(),1);	assertThat(list.size(),equalTo(2));	0
96	10	orientechnologies_orientdb	OCommandExecutorSQLCreateEdgeTest	testParametersBinding	assertEquals(list.size(),1);	assertThat(list.size(),is(3));	0
96	10	orientechnologies_orientdb	OCommandExecutorSQLCreateEdgeTest	testParametersBinding	assertEquals(list.size(),1);	assertThat(list.size(),equalTo(1));	0
96	10	orientechnologies_orientdb	OCommandExecutorSQLCreateEdgeTest	testParametersBinding	assertEquals(list.size(),1);	assertTrue(list.size()==2);	0
97	10	orientechnologies_orientdb	OCommandExecutorSQLSelectTest	testLimitMinusOneOrdered	assertEquals(26,results.size());	assertEquals(1,results.size());	0
97	10	orientechnologies_orientdb	OCommandExecutorSQLSelectTest	testLimitMinusOneOrdered	assertEquals(26,results.size());	assertEquals(2,results.size());	0
97	10	orientechnologies_orientdb	OCommandExecutorSQLSelectTest	testLimitMinusOneOrdered	assertEquals(26,results.size());	assertEquals(3,results.size());	0
97	10	orientechnologies_orientdb	OCommandExecutorSQLSelectTest	testLimitMinusOneOrdered	assertEquals(26,results.size());	assertEquals(1,results.size());	0
97	10	orientechnologies_orientdb	OCommandExecutorSQLSelectTest	testLimitMinusOneOrdered	assertEquals(26,results.size());	assertThat(results.size(),is(1));	0
97	10	orientechnologies_orientdb	OCommandExecutorSQLSelectTest	testLimitMinusOneOrdered	assertEquals(26,results.size());	assertEquals(0,results.size());	0
97	10	orientechnologies_orientdb	OCommandExecutorSQLSelectTest	testLimitMinusOneOrdered	assertEquals(26,results.size());	assertEquals(2,results.size());	0
97	10	orientechnologies_orientdb	OCommandExecutorSQLSelectTest	testLimitMinusOneOrdered	assertEquals(26,results.size());	assertThat(results.size(),is(2));	0
97	10	orientechnologies_orientdb	OCommandExecutorSQLSelectTest	testLimitMinusOneOrdered	assertEquals(26,results.size());	assertTrue(results.size()>0);	0
97	10	orientechnologies_orientdb	OCommandExecutorSQLSelectTest	testLimitMinusOneOrdered	assertEquals(26,results.size());	assertTrue(results.size()>1);	0
98	10	PeterisP_morphology	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertTrue(w.isRecognized());	1
98	10	PeterisP_morphology	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertFalse(w.isRecognized());	0
98	10	PeterisP_morphology	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertTrue(w.isRecognized());	1
98	10	PeterisP_morphology	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertThat(w.isRecognized(),is(true));	0
98	10	PeterisP_morphology	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertThat(w.isRecognized(),equalTo(true));	0
98	10	PeterisP_morphology	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertFalse(w.isRecognized());	0
98	10	PeterisP_morphology	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertThat(w.isRecognized(),equalTo(false));	0
98	10	PeterisP_morphology	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertTrue(w.isRecognized());	1
98	10	PeterisP_morphology	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertTrue(w.isRecognized());	1
98	10	PeterisP_morphology	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertFalse(w.isRecognized());	0
99	10	nidi3_graphviz-java	EndLabelTest	attrTail	assertEquals(attrs(attr("STR",tail),attr("STR",1d),attr("STR",2d)),attrs(tail));	assertThat(tail,hasItem("STR"));	0
99	10	nidi3_graphviz-java	EndLabelTest	attrTail	assertEquals(attrs(attr("STR",tail),attr("STR",1d),attr("STR",2d)),attrs(tail));	assertThat(tail,hasItem("STR","STR"));	0
99	10	nidi3_graphviz-java	EndLabelTest	attrTail	assertEquals(attrs(attr("STR",tail),attr("STR",1d),attr("STR",2d)),attrs(tail));	assertThat(tail).hasSize(1);	0
99	10	nidi3_graphviz-java	EndLabelTest	attrTail	assertEquals(attrs(attr("STR",tail),attr("STR",1d),attr("STR",2d)),attrs(tail));	assertThat(tail).hasSize(2);	0
99	10	nidi3_graphviz-java	EndLabelTest	attrTail	assertEquals(attrs(attr("STR",tail),attr("STR",1d),attr("STR",2d)),attrs(tail));	assertThat(tail.attrs).hasSize(2);	0
99	10	nidi3_graphviz-java	EndLabelTest	attrTail	assertEquals(attrs(attr("STR",tail),attr("STR",1d),attr("STR",2d)),attrs(tail));	assertThat(tail.attrs).hasSize(1);	0
99	10	nidi3_graphviz-java	EndLabelTest	attrTail	assertEquals(attrs(attr("STR",tail),attr("STR",1d),attr("STR",2d)),attrs(tail));	finalAttributes<EndLabel>attributes=attrs(tail);(f,i,n,a,l,A,t,t,r,i,b,u,t,e,s,<,E,n,d,L,a,b,e,l,>,a,t,t,r,i,b,u,t,e,s,=,a,t,t,r,s,(,t,a,i,l,),;);	0
99	10	nidi3_graphviz-java	EndLabelTest	attrTail	assertEquals(attrs(attr("STR",tail),attr("STR",1d),attr("STR",2d)),attrs(tail));	assertThat(tail).hasSize(3);	0
99	10	nidi3_graphviz-java	EndLabelTest	attrTail	assertEquals(attrs(attr("STR",tail),attr("STR",1d),attr("STR",2d)),attrs(tail));	finalAttributes<EndLabel>attributes=tail.attrs();(f,i,n,a,l,A,t,t,r,i,b,u,t,e,s,<,E,n,d,L,a,b,e,l,>,a,t,t,r,i,b,u,t,e,s,=,t,a,i,l,.,a,t,t,r,s,(,),;);	0
99	10	nidi3_graphviz-java	EndLabelTest	attrTail	assertEquals(attrs(attr("STR",tail),attr("STR",1d),attr("STR",2d)),attrs(tail));	assertThat(tail,hasItem("STR",newText("STR")));	0
100	10	TooTallNate_Java-WebSocket	Draft_6455Test	testGetExtension	assertNotNull(draft_6455.getExtension());	assertEquals("STR",draft_6455.getExtension());	0
100	10	TooTallNate_Java-WebSocket	Draft_6455Test	testGetExtension	assertNotNull(draft_6455.getExtension());	assertNull(draft_6455.getExtension());	0
100	10	TooTallNate_Java-WebSocket	Draft_6455Test	testGetExtension	assertNotNull(draft_6455.getExtension());	assertEquals(IExtension.NONE,draft_6455.getExtension());	0
100	10	TooTallNate_Java-WebSocket	Draft_6455Test	testGetExtension	assertNotNull(draft_6455.getExtension());	assertEquals(null,draft_6455.getExtension());	0
100	10	TooTallNate_Java-WebSocket	Draft_6455Test	testGetExtension	assertNotNull(draft_6455.getExtension());	assertEquals(Draft_6455.EXTENSION,draft_6455.getExtension());	0
100	10	TooTallNate_Java-WebSocket	Draft_6455Test	testGetExtension	assertNotNull(draft_6455.getExtension());	assertNull(draft_6455.getExtension());	0
100	10	TooTallNate_Java-WebSocket	Draft_6455Test	testGetExtension	assertNotNull(draft_6455.getExtension());	assertEquals(null,draft_6455.getExtension());	0
100	10	TooTallNate_Java-WebSocket	Draft_6455Test	testGetExtension	assertNotNull(draft_6455.getExtension());	assertEquals(IExtension.NONE,draft_6455.getExtension());	0
100	10	TooTallNate_Java-WebSocket	Draft_6455Test	testGetExtension	assertNotNull(draft_6455.getExtension());	assertEquals("STR",draft_6455.getExtension());	0
100	10	TooTallNate_Java-WebSocket	Draft_6455Test	testGetExtension	assertNotNull(draft_6455.getExtension());	IExtensionextension=draft_6455.getExtension();(I,E,x,t,e,n,s,i,o,n,e,x,t,e,n,s,i,o,n,=,d,r,a,f,t,_,6,4,5,5,.,g,e,t,E,x,t,e,n,s,i,o,n,(,),;);	0
101	10	redraiment_jactiverecord	SeqTest	testJoinDelimiterNull	assertEquals("STR",Seq.join(Arrays.asList("STR","STR","STR"),null));	assertEquals("STR",Seq.join(null,"STR"));	0
101	10	redraiment_jactiverecord	SeqTest	testJoinDelimiterNull	assertEquals("STR",Seq.join(Arrays.asList("STR","STR","STR"),null));	assertEquals("STR",Seq.join(newArrayList<>(),null));	0
101	10	redraiment_jactiverecord	SeqTest	testJoinDelimiterNull	assertEquals("STR",Seq.join(Arrays.asList("STR","STR","STR"),null));	assertEquals("STR",Seq.join(Collections.emptyList(),null));	0
101	10	redraiment_jactiverecord	SeqTest	testJoinDelimiterNull	assertEquals("STR",Seq.join(Arrays.asList("STR","STR","STR"),null));	assertEquals("STR",Seq.join(Arrays.asList("STR",null),null));	0
101	10	redraiment_jactiverecord	SeqTest	testJoinDelimiterNull	assertEquals("STR",Seq.join(Arrays.asList("STR","STR","STR"),null));	assertEquals("STR",Seq.join(newArrayList<String>(),null));	0
101	10	redraiment_jactiverecord	SeqTest	testJoinDelimiterNull	assertEquals("STR",Seq.join(Arrays.asList("STR","STR","STR"),null));	assertEquals("STR",Seq.join(null,null));	0
101	10	redraiment_jactiverecord	SeqTest	testJoinDelimiterNull	assertEquals("STR",Seq.join(Arrays.asList("STR","STR","STR"),null));	assertEquals("STR",Seq.join(Arrays.asList(null),null));	0
101	10	redraiment_jactiverecord	SeqTest	testJoinDelimiterNull	assertEquals("STR",Seq.join(Arrays.asList("STR","STR","STR"),null));	assertEquals("STR",Seq.join(Arrays.asList(1,2,3),null));	0
101	10	redraiment_jactiverecord	SeqTest	testJoinDelimiterNull	assertEquals("STR",Seq.join(Arrays.asList("STR","STR","STR"),null));	assertEquals("STR",Seq.join(Arrays.asList(),null));	0
101	10	redraiment_jactiverecord	SeqTest	testJoinDelimiterNull	assertEquals("STR",Seq.join(Arrays.asList("STR","STR","STR"),null));	assertEquals("STR",Seq.join(Arrays.asList("STR"),null));	0
102	10	adlnet_jxapi	ScoreTest	testSetRaw	assertEquals(expected,actual);	assertThat(actual,is(expected));	0
102	10	adlnet_jxapi	ScoreTest	testSetRaw	assertEquals(expected,actual);	assertEquals(expected,actual);	1
102	10	adlnet_jxapi	ScoreTest	testSetRaw	assertEquals(expected,actual);	assertThat(actual,equalTo(expected));	0
102	10	adlnet_jxapi	ScoreTest	testSetRaw	assertEquals(expected,actual);	assertThat(actual,is(equalTo(expected)));	0
102	10	adlnet_jxapi	ScoreTest	testSetRaw	assertEquals(expected,actual);	assertThat(actual).isEqualTo(expected);	0
102	10	adlnet_jxapi	ScoreTest	testSetRaw	assertEquals(expected,actual);	assertThat("STR",actual,is(expected));	0
102	10	adlnet_jxapi	ScoreTest	testSetRaw	assertEquals(expected,actual);	assertThat("STR",actual,is(equalTo(expected)));	0
102	10	adlnet_jxapi	ScoreTest	testSetRaw	assertEquals(expected,actual);	assertEquals(expected,actual);	1
102	10	adlnet_jxapi	ScoreTest	testSetRaw	assertEquals(expected,actual);	assertEquals(expected,actual);	1
102	10	adlnet_jxapi	ScoreTest	testSetRaw	assertEquals(expected,actual);	assertEquals(expected,actual);	1
103	10	open-korean-text_open-korean-text	OpenKoreanProcessorJavaTest	testNormalize	assertEquals("STR",OpenKoreanTextProcessorJava.normalize("STR"));	assertEquals("STR",OpenKoreanProcessorJava.normalize("STR"));	0
103	10	open-korean-text_open-korean-text	OpenKoreanProcessorJavaTest	testNormalize	assertEquals("STR",OpenKoreanTextProcessorJava.normalize("STR"));	assertThat(OpenKoreanTextProcessor.normalize("STR"),is("STR"));	0
103	10	open-korean-text_open-korean-text	OpenKoreanProcessorJavaTest	testNormalize	assertEquals("STR",OpenKoreanTextProcessorJava.normalize("STR"));	assertThat(OpenKoreanProcessorJava.normalize("STR"),is("STR"));	0
103	10	open-korean-text_open-korean-text	OpenKoreanProcessorJavaTest	testNormalize	assertEquals("STR",OpenKoreanTextProcessorJava.normalize("STR"));	assertThat(OpenKoreanTextProcessorJava.normalize("STR"),is("STR"));	0
103	10	open-korean-text_open-korean-text	OpenKoreanProcessorJavaTest	testNormalize	assertEquals("STR",OpenKoreanTextProcessorJava.normalize("STR"));	assertEquals("STR",OpenKoreanTextProcessorJava.normalize("STR"));	1
103	10	open-korean-text_open-korean-text	OpenKoreanProcessorJavaTest	testNormalize	assertEquals("STR",OpenKoreanTextProcessorJava.normalize("STR"));	assertEquals("STR",OpenKoreanTextProcessor.normalize("STR"));	0
103	10	open-korean-text_open-korean-text	OpenKoreanProcessorJavaTest	testNormalize	assertEquals("STR",OpenKoreanTextProcessorJava.normalize("STR"));	assertEquals("STR",OpenKoreanProcessorJava.normalize("STR"));	0
103	10	open-korean-text_open-korean-text	OpenKoreanProcessorJavaTest	testNormalize	assertEquals("STR",OpenKoreanTextProcessorJava.normalize("STR"));	assertEquals("STR",OpenKoreanTextProcessorJava.normalize("STR"));	1
103	10	open-korean-text_open-korean-text	OpenKoreanProcessorJavaTest	testNormalize	assertEquals("STR",OpenKoreanTextProcessorJava.normalize("STR"));	assertEquals("STR",openKoreanTextProcessorJava.normalize("STR"));	0
103	10	open-korean-text_open-korean-text	OpenKoreanProcessorJavaTest	testNormalize	assertEquals("STR",OpenKoreanTextProcessorJava.normalize("STR"));	assertEquals("STR",openKoreanProcessorJava.normalize("STR"));	0
104	10	xmlet_XsdParser	IssuesTest	testIssue23	assertTrue(true);	assertEquals(1,schemas.size());	0
104	10	xmlet_XsdParser	IssuesTest	testIssue23	assertTrue(true);	assertEquals(2,schemas.size());	0
104	10	xmlet_XsdParser	IssuesTest	testIssue23	assertTrue(true);	assertEquals(1,schemas.size());	0
104	10	xmlet_XsdParser	IssuesTest	testIssue23	assertTrue(true);	assertEquals(3,schemas.size());	0
104	10	xmlet_XsdParser	IssuesTest	testIssue23	assertTrue(true);	assertEquals(2,schemas.size());	0
104	10	xmlet_XsdParser	IssuesTest	testIssue23	assertTrue(true);	assertNotNull(schemas);	0
104	10	xmlet_XsdParser	IssuesTest	testIssue23	assertTrue(true);	assertEquals(0,schemas.size());	0
104	10	xmlet_XsdParser	IssuesTest	testIssue23	assertTrue(true);	assertTrue(schemas.size()==1);	0
104	10	xmlet_XsdParser	IssuesTest	testIssue23	assertTrue(true);	assertTrue(schemas.size()==2);	0
104	10	xmlet_XsdParser	IssuesTest	testIssue23	assertTrue(true);	assertThat(schemas).hasSize(1);	0
105	10	TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertNotEquals(a,b);	0
105	10	TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertThat(a,equalTo(b));	0
105	10	TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertThat(a,not(equalTo(b)));	0
